"Stage","Scenario","Sales","Size","Lifetime","eol","Reuse","Scrap","Year","ktons","type","cap","deficit","deficit_trans","lab_def"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","100% LIB prod.","0%","20%",2025,539.703449886244,"Capacity",322.423361849208,217.280088037036,14.740423604396,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","100% LIB prod.","0%","4%",2025,117.746344255725,"Capacity",322.423361849208,-204.677017593483,-14.3065375822902,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","100% LIB prod.","0%","8%",2025,223.235620663354,"Capacity",322.423361849208,-99.1877411858531,-9.95930425209779,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","0%",2025,12.257067848095,"Capacity",322.423361849208,-310.166294001113,-17.6115386608074,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","12%",2025,219.532325595387,"Capacity",322.423361849208,-102.89103625382,-10.1435218861015,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","16%",2025,288.624078177818,"Capacity",322.423361849208,-33.7992836713895,-5.81371513503969,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","20%",2025,357.715830760249,"Capacity",322.423361849208,35.2924689110412,5.94074649442654,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","4%",2025,81.3488204305258,"Capacity",322.423361849208,-241.074541418682,-15.5265753280845,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","8%",2025,150.440573012956,"Capacity",322.423361849208,-171.982788836251,-13.1142208627219,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","0%",2025,14.1492300931716,"Capacity",322.423361849208,-308.274131756036,-17.5577370909817,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","12%",2025,221.55872958826,"Capacity",322.423361849208,-100.864632260947,-10.0431385662525,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","16%",2025,290.695229419956,"Capacity",322.423361849208,-31.7281324292512,-5.63277306743767,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","20%",2025,359.831729251653,"Capacity",322.423361849208,37.408367402445,6.11623801061118,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","4%",2025,83.2857299248678,"Capacity",322.423361849208,-239.13763192434,-15.4640755276331,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","8%",2025,152.422229756564,"Capacity",322.423361849208,-170.001132092644,-13.0384482241041,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","0%",2025,11.121770501049,"Capacity",322.423361849208,-311.301591348158,-17.6437408547099,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","12%",2025,218.316478487329,"Capacity",322.423361849208,-104.106883361879,-10.2032780694186,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","16%",2025,287.381381149422,"Capacity",322.423361849208,-35.0419806997855,-5.91962673652533,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","20%",2025,356.446283811515,"Capacity",322.423361849208,34.0229219623078,5.83291710572916,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","4%",2025,80.1866731631423,"Capacity",322.423361849208,-242.236688686065,-15.5639547893864,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","8%",2025,149.251575825236,"Capacity",322.423361849208,-173.171786023972,-13.1594751424201,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","0%",2025,14.0897701920032,"Capacity",322.423361849208,-308.333591657204,-17.5594302771247,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","12%",2025,219.222240748075,"Capacity",322.423361849208,-103.201121101133,-10.1587952583529,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","16%",2025,287.599730933432,"Capacity",322.423361849208,-34.8236309157754,-5.90115504929123,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","20%",2025,355.977221118789,"Capacity",322.423361849208,33.5538592695819,5.79256931504336,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","4%",2025,82.4672603773604,"Capacity",322.423361849208,-239.956101471847,-15.4905165011321,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","8%",2025,150.844750562718,"Capacity",322.423361849208,-171.57861128649,-13.0988019027119,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","0%",2025,11.0705301828781,"Capacity",322.423361849208,-311.352831666329,-17.6451928769943,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","12%",2025,215.988758683101,"Capacity",322.423361849208,-106.434603166106,-10.3167147467644,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","16%",2025,284.294834849842,"Capacity",322.423361849208,-38.1285269993653,-6.17483011906929,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","20%",2025,352.600911016583,"Capacity",322.423361849208,30.1775491673758,5.49340961219676,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","4%",2025,79.3766063496192,"Capacity",322.423361849208,-243.046755499588,-15.589956879337,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","8%",2025,147.68268251636,"Capacity",322.423361849208,-174.740679332847,-13.2189515216922,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","0%",2025,12.1322235452104,"Capacity",322.423361849208,-310.291138303997,-17.6150826936463,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","12%",2025,318.376251394175,"Capacity",322.423361849208,-4.04711045503268,-2.01174313843311,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","16%",2025,420.457594010496,"Capacity",322.423361849208,98.0342321612889,9.90122377089261,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","20%",2025,522.538936626818,"Capacity",322.423361849208,200.11557477761,14.1462212190256,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","4%",2025,114.213566161532,"Capacity",322.423361849208,-208.209795687676,-14.4294766255632,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","8%",2025,216.294908777853,"Capacity",322.423361849208,-106.128453071354,-10.3018664848344,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","0%",2025,12.1322235452104,"Capacity",322.423361849208,-310.291138303997,-17.6150826936463,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","12%",2025,214.823943317457,"Capacity",322.423361849208,-107.59941853175,-10.3730139560183,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","16%",2025,282.387849908206,"Capacity",322.423361849208,-40.0355119410012,-6.32736216293972,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","20%",2025,349.951756498955,"Capacity",322.423361849208,27.5283946497478,5.24675086598819,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","4%",2025,79.6961301359593,"Capacity",322.423361849208,-242.727231713248,-15.5797057646558,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","8%",2025,147.260036726708,"Capacity",322.423361849208,-175.163325122499,-13.2349282250604,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","0%",2025,14.0140364785692,"Capacity",322.423361849208,-308.409325370638,-17.5615866416061,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","12%",2025,216.83931567144,"Capacity",322.423361849208,-105.584046177767,-10.2754097815011,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","16%",2025,284.447742069064,"Capacity",322.423361849208,-37.9756197801439,-6.16243618872795,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","20%",2025,352.056168466687,"Capacity",322.423361849208,29.6328066174798,5.44360235666418,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","4%",2025,81.6224628761929,"Capacity",322.423361849208,-240.800898973015,-15.5177607589824,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","8%",2025,149.230889273816,"Capacity",322.423361849208,-173.192472575391,-13.1602611134959,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","0%",2025,11.003135785195,"Capacity",322.423361849208,-311.420226064013,-17.6471024835244,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","12%",2025,213.614715001007,"Capacity",322.423361849208,-108.808646848201,-10.4311383294538,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","16%",2025,281.151908072944,"Capacity",322.423361849208,-41.2714537762633,-6.42428624644507,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","20%",2025,348.689101144881,"Capacity",322.423361849208,26.2657392956739,5.12501115078533,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","4%",2025,78.5403288571323,"Capacity",322.423361849208,-243.883032992075,-15.6167548803225,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","8%",2025,146.07752192907,"Capacity",322.423361849208,-176.345839920138,-13.2795270970068,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","0%",2025,11.8484364224299,"Capacity",322.423361849208,-310.574925426778,-17.6231360837615,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","12%",2025,216.844255877949,"Capacity",322.423361849208,-105.579105971259,-10.2751693889327,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","16%",2025,285.176195696455,"Capacity",322.423361849208,-37.2471661527524,-6.10304564563893,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","20%",2025,353.508135514962,"Capacity",322.423361849208,31.084773665754,5.57537206523063,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","4%",2025,80.1803762409362,"Capacity",322.423361849208,-242.242985608271,-15.5641570799151,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","8%",2025,148.512316059443,"Capacity",322.423361849208,-173.911045789765,-13.187533726583,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","0%",2025,11.9002597238638,"Capacity",322.423361849208,-310.523102125344,-17.621665702349,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","12%",2025,219.172890337301,"Capacity",322.423361849208,-103.250471511906,-10.1612239180084,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","16%",2025,288.263767208447,"Capacity",322.423361849208,-34.1595946407604,-5.84462100060906,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","20%",2025,357.354644079593,"Capacity",322.423361849208,34.9312822303854,5.91026921809704,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","4%",2025,80.9911365950096,"Capacity",322.423361849208,-241.432225254198,-15.538089498204,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","8%",2025,150.082013466155,"Capacity",322.423361849208,-172.341348383052,-13.127884383367,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","0%",2025,11.7802305415759,"Capacity",322.423361849208,-310.643131307632,-17.6250711007823,"-0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","12%",2025,214.469090081408,"Capacity",322.423361849208,-107.9542717678,-10.3901045118805,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","16%",2025,282.032043261352,"Capacity",322.423361849208,-40.3913185878557,-6.35541647634958,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","20%",2025,349.594996441296,"Capacity",322.423361849208,27.1716345920883,5.21264180546566,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","4%",2025,79.3431837215199,"Capacity",322.423361849208,-243.080178127688,-15.5910287706645,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","8%",2025,146.906136901464,"Capacity",322.423361849208,-175.517224947744,-13.2482913972989,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","0%",2025,104.012078930464,"Capacity",322.423361849208,-218.411282918743,-14.7787442943825,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","12%",2025,426.326529686894,"Capacity",322.423361849208,103.903167837686,10.1932903342192,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","16%",2025,533.764679939037,"Capacity",322.423361849208,211.34131808983,14.537582952122,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","20%",2025,641.20283019118,"Capacity",322.423361849208,318.779468341973,17.8543963309313,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","4%",2025,211.450229182607,"Capacity",322.423361849208,-110.9731326666,-10.5343786084705,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","8%",2025,318.888379434751,"Capacity",322.423361849208,-3.53498241445692,-1.8801548910813,"0M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","0%",2025,104.012078930464,"Capacity",322.423361849208,-218.411282918743,-14.7787442943825,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","12%",2025,313.751678317708,"Capacity",322.423361849208,-8.67168353149935,-2.94477223762711,"0M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","16%",2025,383.664878113456,"Capacity",322.423361849208,61.2415162642486,7.82569589648413,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","20%",2025,453.578077909204,"Capacity",322.423361849208,131.154716059997,11.452279950298,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","4%",2025,173.925278726212,"Capacity",322.423361849208,-148.498083122995,-12.185978956284,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","8%",2025,243.83847852196,"Capacity",322.423361849208,-78.5848833272474,-8.86481152237584,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","0%",2025,104.832018978661,"Capacity",322.423361849208,-217.591342870547,-14.7509776920226,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","12%",2025,432.304510929172,"Capacity",322.423361849208,109.881149079964,10.4824209551021,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","16%",2025,541.462008246009,"Capacity",322.423361849208,219.038646396801,14.7999542700916,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","20%",2025,650.619505562846,"Capacity",322.423361849208,328.196143713639,18.1161845793655,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","4%",2025,213.989516295498,"Capacity",322.423361849208,-108.43384555371,-10.4131573287697,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","8%",2025,323.147013612335,"Capacity",322.423361849208,0.723651763127236,0.850677237927074,"0M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","0%",2025,104.832018978661,"Capacity",322.423361849208,-217.591342870547,-14.7509776920226,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","12%",2025,316.894846497757,"Capacity",322.423361849208,-5.52851535145055,-2.35127951367985,"0M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","16%",2025,387.582455670789,"Capacity",322.423361849208,65.1590938215816,8.07211829828959,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","20%",2025,458.270064843821,"Capacity",322.423361849208,135.846702994614,11.655329381644,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","4%",2025,175.519628151693,"Capacity",322.423361849208,-146.903733697515,-12.1203850474114,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","8%",2025,246.207237324725,"Capacity",322.423361849208,-76.2161245244827,-8.73018467871572,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","0%",2025,106.727733637344,"Capacity",322.423361849208,-215.695628211864,-14.6865798677522,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","12%",2025,318.929056647846,"Capacity",322.423361849208,-3.4943052013611,-1.86930607482057,"0M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","16%",2025,389.662830984681,"Capacity",322.423361849208,67.2394691354733,8.19996763014789,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","20%",2025,460.396605321515,"Capacity",322.423361849208,137.973243472308,11.7462012358169,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","4%",2025,177.461507974178,"Capacity",322.423361849208,-144.96185387503,-12.0400105429783,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","8%",2025,248.195282311012,"Capacity",322.423361849208,-74.2280795381953,-8.61557192171218,"-0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","0%",2025,103.694590183451,"Capacity",322.423361849208,-218.728771665757,-14.7894817916571,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","12%",2025,315.674315640133,"Capacity",322.423361849208,-6.74904620907427,-2.59789264771935,"0M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","16%",2025,386.334224125694,"Capacity",322.423361849208,63.9108622764866,7.99442695110078,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","20%",2025,456.994132611255,"Capacity",322.423361849208,134.570770762048,11.6004642476949,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","4%",2025,174.354498669012,"Capacity",322.423361849208,-148.068863180196,-12.1683549907206,"-0.1M"
