"Stage","Scenario","Sales","Size","Lifetime","eol","Reuse","Scrap","Year","ktons","type","cap","deficit","deficit_trans","lab_def"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","4%",2050,8851.60023890692,"Capacity",918.387361849208,7933.21287705771,89.0685852422599,"7.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","8%",2050,9267.4558636301,"Capacity",918.387361849208,8349.06850178089,91.3732373388449,"8.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","0%",2050,8435.74461418375,"Capacity",918.387361849208,7517.35725233454,86.7026946082677,"7.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","12%",2050,9068.86725351182,"Capacity",918.387361849208,8150.47989166261,90.2800082613123,"8.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","16%",2050,9279.90813328785,"Capacity",918.387361849208,8361.52077143864,91.441351539873,"8.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","20%",2050,9490.94901306387,"Capacity",918.387361849208,8572.56165121466,92.5881291052728,"8.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","4%",2050,8646.78549395977,"Capacity",918.387361849208,7728.39813211056,87.9113083289662,"7.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","8%",2050,8857.8263737358,"Capacity",918.387361849208,7939.43901188659,89.1035297386506,"7.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","0%",2050,8383.96650484135,"Capacity",918.387361849208,7465.57914299215,86.4035829291364,"7.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","12%",2050,9017.18509564396,"Capacity",918.387361849208,8098.79773379475,89.9933204954387,"8.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","16%",2050,9228.25795924483,"Capacity",918.387361849208,8309.87059739562,91.1584916362465,"8.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","20%",2050,9439.3308228457,"Capacity",918.387361849208,8520.94346099649,92.3089565589195,"8.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","4%",2050,8595.03936844222,"Capacity",918.387361849208,7676.65200659302,87.6165053320036,"7.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","8%",2050,8806.11223204309,"Capacity",918.387361849208,7887.72487019388,88.8128643282823,"7.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","0%",2050,8673.59448642862,"Capacity",918.387361849208,7755.20712457941,88.0636538225584,"7.8M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","12%",2050,9308.32027380703,"Capacity",918.387361849208,8389.93291195782,91.5965769663792,"8.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","16%",2050,9519.8955362665,"Capacity",918.387361849208,8601.50817441729,92.744316129978,"8.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","20%",2050,9731.47079872597,"Capacity",918.387361849208,8813.08343687676,93.8780242488984,"8.8M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","4%",2050,8885.16974888809,"Capacity",918.387361849208,7966.78238703888,89.2568338394259,"8M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","8%",2050,9096.74501134756,"Capacity",918.387361849208,8178.35764949835,90.4342725381166,"8.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","0%",2050,10785.520607552,"Capacity",918.387361849208,9867.13324570279,99.3334447490008,"9.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","12%",2050,11415.4299116555,"Capacity",918.387361849208,10497.0425498063,102.455075763997,"10.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","16%",2050,11625.39967969,"Capacity",918.387361849208,10707.0123178408,103.474694093971,"10.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","20%",2050,11835.3694477246,"Capacity",918.387361849208,10916.9820858754,104.4843628773,"10.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","4%",2050,10995.4903755865,"Capacity",918.387361849208,10077.1030137373,100.384774810413,"10.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","8%",2050,11205.460143621,"Capacity",918.387361849208,10287.0727817718,101.425207822177,"10.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","0%",2050,13152.356810405,"Capacity",918.387361849208,12233.9694485558,110.607275748731,"12.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","12%",2050,13779.966448982,"Capacity",918.387361849208,12861.5790871328,113.408902151166,"12.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","16%",2050,13989.169661841,"Capacity",918.387361849208,13070.7822999918,114.327522058303,"13.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","20%",2050,14198.3728747,"Capacity",918.387361849208,13279.9855128508,115.23881947005,"13.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","4%",2050,13361.560023264,"Capacity",918.387361849208,12443.1726614148,111.548969790916,"12.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","8%",2050,13570.763236123,"Capacity",918.387361849208,12652.3758742738,112.482780345588,"12.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","0%",2050,8131.75056431464,"Capacity",918.387361849208,7213.36320246543,84.9315206649771,"7.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","12%",2050,8764.61562424594,"Capacity",918.387361849208,7846.22826239673,88.5789380292896,"7.8M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","16%",2050,8975.57064422304,"Capacity",918.387361849208,8057.18328237383,89.7618141660129,"8.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","20%",2050,9186.52566420014,"Capacity",918.387361849208,8268.13830235093,90.9293038703747,"8.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","4%",2050,8342.70558429174,"Capacity",918.387361849208,7424.31822244253,86.1644835326165,"7.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","8%",2050,8553.66060426884,"Capacity",918.387361849208,7635.27324241963,87.3800505974884,"7.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","0%",2050,19743.3046354079,"Capacity",918.387361849208,18824.9172735587,137.20392586788,"18.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","12%",2050,22351.1143204504,"Capacity",918.387361849208,21432.7269586012,146.39920409142,"21.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","16%",2050,23220.3842154645,"Capacity",918.387361849208,22301.9968536153,149.338531041441,"22.3M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","20%",2050,24089.6541104787,"Capacity",918.387361849208,23171.2667486295,152.221111376279,"23.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","4%",2050,20612.5745304221,"Capacity",918.387361849208,19694.1871685729,140.335979593876,"19.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","8%",2050,21481.8444254362,"Capacity",918.387361849208,20563.457063587,143.399641085977,"20.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","0%",2050,19743.3046354079,"Capacity",918.387361849208,18824.9172735587,137.20392586788,"18.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","12%",2050,20366.5718301772,"Capacity",918.387361849208,19448.184468328,139.456747661517,"19.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","16%",2050,20574.3275617669,"Capacity",918.387361849208,19655.9401999177,140.199644079141,"19.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","20%",2050,20782.0832933567,"Capacity",918.387361849208,19863.6959315075,140.938624697091,"19.9M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","4%",2050,19951.0603669977,"Capacity",918.387361849208,19032.6730051485,137.958954059345,"19M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","8%",2050,20158.8160985874,"Capacity",918.387361849208,19240.4287367382,138.709872528015,"19.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","0%",2050,24518.6688596486,"Capacity",918.387361849208,23600.2814977994,153.623831151939,"23.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","12%",2050,27756.065056323,"Capacity",918.387361849208,26837.6776944738,163.822091594735,"26.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","16%",2050,28835.1971218812,"Capacity",918.387361849208,27916.809760032,167.083242008383,"27.9M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","20%",2050,29914.3291874393,"Capacity",918.387361849208,28995.9418255901,170.281948032051,"29M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","4%",2050,25597.8009252068,"Capacity",918.387361849208,24679.4135633575,157.096828622851,"24.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","8%",2050,26676.9329907649,"Capacity",918.387361849208,25758.5456289157,160.494690344932,"25.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","0%",2050,24518.6688596486,"Capacity",918.387361849208,23600.2814977994,153.623831151939,"23.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","12%",2050,25141.0898304788,"Capacity",918.387361849208,24222.7024686296,155.636443253595,"24.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","16%",2050,25348.5634874222,"Capacity",918.387361849208,24430.1761255729,156.301555096464,"24.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","20%",2050,25556.0371443655,"Capacity",918.387361849208,24637.6497825163,156.963848648395,"24.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","4%",2050,24726.142516592,"Capacity",918.387361849208,23807.7551547428,154.297618759146,"23.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","8%",2050,24933.6161735354,"Capacity",918.387361849208,24015.2288116862,154.968476832181,"24M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","0%",2050,23912.1499460504,"Capacity",918.387361849208,22993.7625842012,151.636943335723,"23M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","12%",2050,24533.9488868508,"Capacity",918.387361849208,23615.5615250016,153.673555060725,"23.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","16%",2050,24741.215200451,"Capacity",918.387361849208,23822.8278386018,154.34645392299,"23.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","20%",2050,24948.4815140511,"Capacity",918.387361849208,24030.0941522019,155.016431878049,"24M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","4%",2050,24119.4162596506,"Capacity",918.387361849208,23201.0288978014,152.318839602333,"23.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","8%",2050,24326.6825732507,"Capacity",918.387361849208,23408.2952114015,152.99769675195,"23.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","0%",2050,25067.8737387511,"Capacity",918.387361849208,24149.4863769019,155.401050115184,"24.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","12%",2050,25691.3821059377,"Capacity",918.387361849208,24772.9947440885,157.394392352741,"24.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","16%",2050,25899.2182283333,"Capacity",918.387361849208,24980.8308664841,158.053253261311,"25M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","20%",2050,26107.0543507289,"Capacity",918.387361849208,25188.6669888797,158.709379019892,"25.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","4%",2050,25275.7098611466,"Capacity",918.387361849208,24357.3224992974,156.068326380779,"24.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","8%",2050,25483.5459835422,"Capacity",918.387361849208,24565.158621693,156.732761800757,"24.6M"
