"Stage","Scenario","Sales","Size","Lifetime","eol","Reuse","Scrap","Year","ktons","type","cap","deficit","deficit_trans","lab_def"
"Pre-processing (ktons of battery)","Ambitious__reuse0Small","Ambitious","Small LIB","Reference","100% LIB prod.","0%","8%",2030,1181.35516363154,"Capacity",918.387361849208,262.967801782334,16.2162819962633,"0.3M"
"Pre-processing (ktons of battery)","Ambitious__reuse0Small","Ambitious","Small LIB","Reference","Reference","0%","0%",2030,701.574863338057,"Capacity",918.387361849208,-216.812498511151,-14.7245542720705,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse0Small","Ambitious","Small LIB","Reference","Reference","0%","12%",2030,1302.61863521723,"Capacity",918.387361849208,384.231273368025,19.601818113839,"0.4M"
"Pre-processing (ktons of battery)","Ambitious__reuse0Small","Ambitious","Small LIB","Reference","Reference","0%","16%",2030,1502.96655917696,"Capacity",918.387361849208,584.579197327751,24.1780726553576,"0.6M"
"Pre-processing (ktons of battery)","Ambitious__reuse0Small","Ambitious","Small LIB","Reference","Reference","0%","20%",2030,1703.31448313668,"Capacity",918.387361849208,784.927121287476,28.0165508456604,"0.8M"
"Pre-processing (ktons of battery)","Ambitious__reuse0Small","Ambitious","Small LIB","Reference","Reference","0%","4%",2030,901.922787297782,"Capacity",918.387361849208,-16.4645745514255,-4.05765628798516,"0M"
"Pre-processing (ktons of battery)","Ambitious__reuse0Small","Ambitious","Small LIB","Reference","Reference","0%","8%",2030,1102.27071125751,"Capacity",918.387361849208,183.8833494083,13.5603594866914,"0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRecycling","Ambitious","Small LIB","Reference","Recycling","0%","0%",2030,719.080609200769,"Capacity",918.387361849208,-199.306752648439,-14.1176043523127,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRecycling","Ambitious","Small LIB","Reference","Recycling","0%","12%",2030,1321.38343287524,"Capacity",918.387361849208,402.996071026035,20.0747620415793,"0.4M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRecycling","Ambitious","Small LIB","Reference","Recycling","0%","16%",2030,1522.15104076673,"Capacity",918.387361849208,603.763678917526,24.5716031002767,"0.6M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRecycling","Ambitious","Small LIB","Reference","Recycling","0%","20%",2030,1722.91864865823,"Capacity",918.387361849208,804.531286809018,28.3642607308743,"0.8M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRecycling","Ambitious","Small LIB","Reference","Recycling","0%","4%",2030,919.84821709226,"Capacity",918.387361849208,1.46085524305249,1.2086584476404,"0M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRecycling","Ambitious","Small LIB","Reference","Recycling","0%","8%",2030,1120.61582498375,"Capacity",918.387361849208,202.228463134544,14.2207054373032,"0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRepurposing","Ambitious","Small LIB","Reference","Repurposing","0%","0%",2030,691.07141582043,"Capacity",918.387361849208,-227.315946028778,-15.077000564727,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRepurposing","Ambitious","Small LIB","Reference","Repurposing","0%","12%",2030,1291.35940644533,"Capacity",918.387361849208,372.97204459612,19.3124841642944,"0.4M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRepurposing","Ambitious","Small LIB","Reference","Repurposing","0%","16%",2030,1491.45540332029,"Capacity",918.387361849208,573.068041471087,23.938839601599,"0.6M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRepurposing","Ambitious","Small LIB","Reference","Repurposing","0%","20%",2030,1691.55140019526,"Capacity",918.387361849208,773.164038346053,27.8058274170371,"0.8M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRepurposing","Ambitious","Small LIB","Reference","Repurposing","0%","4%",2030,891.167412695396,"Capacity",918.387361849208,-27.2199491538119,-5.21727411143136,"0M"
"Pre-processing (ktons of battery)","Ambitious__reuse0SmallRepurposing","Ambitious","Small LIB","Reference","Repurposing","0%","8%",2030,1091.26340957036,"Capacity",918.387361849208,172.876047721154,13.1482336350232,"0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse50","Ambitious","Reference","Reference","50% Reuse","50%","0%",2030,717.068213947721,"Capacity",918.387361849208,-201.319147901487,-14.1886978930939,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse50","Ambitious","Reference","Reference","50% Reuse","50%","12%",2030,1345.70065741245,"Capacity",918.387361849208,427.313295563244,20.6715576472419,"0.4M"
"Pre-processing (ktons of battery)","Ambitious__reuse50","Ambitious","Reference","Reference","50% Reuse","50%","16%",2030,1555.24480523403,"Capacity",918.387361849208,636.85744338482,25.2360346208516,"0.6M"
"Pre-processing (ktons of battery)","Ambitious__reuse50","Ambitious","Reference","Reference","50% Reuse","50%","20%",2030,1764.7889530556,"Capacity",918.387361849208,846.401591206397,29.0929818204734,"0.8M"
"Pre-processing (ktons of battery)","Ambitious__reuse50","Ambitious","Reference","Reference","50% Reuse","50%","4%",2030,926.612361769298,"Capacity",918.387361849208,8.22499992009,2.86792606600833,"0M"
"Pre-processing (ktons of battery)","Ambitious__reuse50","Ambitious","Reference","Reference","50% Reuse","50%","8%",2030,1136.15650959087,"Capacity",918.387361849208,217.769147741667,14.757003345587,"0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Large","Ambitious","Large LIB","Reference","50% Reuse","50%","0%",2030,735.03283112918,"Capacity",918.387361849208,-183.354530720028,-13.5408467504816,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Large","Ambitious","Large LIB","Reference","50% Reuse","50%","12%",2030,1362.79172833881,"Capacity",918.387361849208,444.404366489599,21.0809005142,"0.4M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Large","Ambitious","Large LIB","Reference","50% Reuse","50%","16%",2030,1572.04469407535,"Capacity",918.387361849208,653.657332226141,25.5667231421264,"0.7M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Large","Ambitious","Large LIB","Reference","50% Reuse","50%","20%",2030,1781.29765981189,"Capacity",918.387361849208,862.910297962683,29.3753348570307,"0.9M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Large","Ambitious","Large LIB","Reference","50% Reuse","50%","4%",2030,944.285796865722,"Capacity",918.387361849208,25.8984350165144,5.08905050245274,"0M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Large","Ambitious","Large LIB","Reference","50% Reuse","50%","8%",2030,1153.53876260226,"Capacity",918.387361849208,235.151400753057,15.334647069726,"0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Small","Ambitious","Small LIB","Reference","50% Reuse","50%","0%",2030,694.440811360393,"Capacity",918.387361849208,-223.946550488814,-14.9648438177221,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Small","Ambitious","Small LIB","Reference","50% Reuse","50%","12%",2030,1295.20125919814,"Capacity",918.387361849208,376.813897348933,19.411694860288,"0.4M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Small","Ambitious","Small LIB","Reference","50% Reuse","50%","16%",2030,1495.45474181072,"Capacity",918.387361849208,577.067379961516,24.0222267902357,"0.6M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Small","Ambitious","Small LIB","Reference","50% Reuse","50%","20%",2030,1695.70822442331,"Capacity",918.387361849208,777.320862574099,27.8804745758407,"0.8M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Small","Ambitious","Small LIB","Reference","50% Reuse","50%","4%",2030,894.694293972976,"Capacity",918.387361849208,-23.6930678762317,-4.86755255505595,"0M"
"Pre-processing (ktons of battery)","Ambitious__reuse50Small","Ambitious","Small LIB","Reference","50% Reuse","50%","8%",2030,1094.94777658556,"Capacity",918.387361849208,176.560414736351,13.2876037996454,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","100% LIB prod.","0%","0%",2030,518.120783953101,"Capacity",918.387361849208,-400.266577896106,-20.006663337401,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","100% LIB prod.","0%","12%",2030,1149.66743603866,"Capacity",918.387361849208,231.280074189453,15.2078951268561,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","100% LIB prod.","0%","16%",2030,1360.18298673385,"Capacity",918.387361849208,441.79562488464,21.0189349131834,"0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","100% LIB prod.","0%","20%",2030,1570.69853742903,"Capacity",918.387361849208,652.311175579826,25.5403832308724,"0.7M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","100% LIB prod.","0%","4%",2030,728.636334648288,"Capacity",918.387361849208,-189.75102720092,-13.7750145989367,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","100% LIB prod.","0%","8%",2030,939.151885343474,"Capacity",918.387361849208,20.7645234942669,4.55681067132121,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","Reference","0%","0%",2030,518.120783953101,"Capacity",918.387361849208,-400.266577896106,-20.006663337401,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","Reference","0%","12%",2030,1076.61681693657,"Capacity",918.387361849208,158.229455087361,12.5789290119374,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","Reference","0%","16%",2030,1262.78216126439,"Capacity",918.387361849208,344.394799415183,18.5578770179992,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","Reference","0%","20%",2030,1448.94750559221,"Capacity",918.387361849208,530.560143743006,23.0338911984711,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","Reference","0%","4%",2030,704.286128280924,"Capacity",918.387361849208,-214.101233568284,-14.632198521353,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0","Momentum","Reference","Long lifetime","Reference","0%","8%",2030,890.451472608746,"Capacity",918.387361849208,-27.9358892404614,-5.28544125314636,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","100% LIB prod.","0%","0%",2030,522.462791196994,"Capacity",918.387361849208,-395.924570652214,-19.897853418201,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","100% LIB prod.","0%","12%",2030,1223.14414107282,"Capacity",918.387361849208,304.756779223615,17.4572844172172,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","100% LIB prod.","0%","16%",2030,1456.70459103143,"Capacity",918.387361849208,538.317229182224,23.2016643623302,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","100% LIB prod.","0%","20%",2030,1690.26504099004,"Capacity",918.387361849208,771.877679140834,27.7826866796722,"0.8M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","100% LIB prod.","0%","4%",2030,756.023241155603,"Capacity",918.387361849208,-162.364120693604,-12.7422180445009,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","100% LIB prod.","0%","8%",2030,989.583691114213,"Capacity",918.387361849208,71.1963292650051,8.43779172917921,"0.1M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","Reference","0%","0%",2030,522.462791196994,"Capacity",918.387361849208,-395.924570652214,-19.897853418201,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","Reference","0%","12%",2030,1112.5492522428,"Capacity",918.387361849208,194.16189039359,13.9341985917235,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","Reference","0%","16%",2030,1309.24473925806,"Capacity",918.387361849208,390.857377408857,19.7701132371278,"0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","Reference","0%","20%",2030,1505.94022627333,"Capacity",918.387361849208,587.552864424125,24.2394897723555,"0.6M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","Reference","0%","4%",2030,719.158278212262,"Capacity",918.387361849208,-199.229083636946,-14.1148532984564,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Large","Momentum","Large LIB","Long lifetime","Reference","0%","8%",2030,915.853765227529,"Capacity",918.387361849208,-2.53359662167827,-1.59172755887378,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRecycling","Momentum","Large LIB","Long lifetime","Recycling","0%","0%",2030,538.241493861514,"Capacity",918.387361849208,-380.145867987693,-19.497329765578,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRecycling","Momentum","Large LIB","Long lifetime","Recycling","0%","12%",2030,1129.4454508124,"Capacity",918.387361849208,211.05808896319,14.5278384133081,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRecycling","Momentum","Large LIB","Long lifetime","Recycling","0%","16%",2030,1326.51343646269,"Capacity",918.387361849208,408.126074613484,20.202130447393,"0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRecycling","Momentum","Large LIB","Long lifetime","Recycling","0%","20%",2030,1523.58142211299,"Capacity",918.387361849208,605.194060263779,24.6006922720435,"0.6M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRecycling","Momentum","Large LIB","Long lifetime","Recycling","0%","4%",2030,735.309479511809,"Capacity",918.387361849208,-183.077882337399,-13.5306275662808,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRecycling","Momentum","Large LIB","Long lifetime","Recycling","0%","8%",2030,932.377465162103,"Capacity",918.387361849208,13.9901033128958,3.74033465252721,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRepurposing","Momentum","Large LIB","Long lifetime","Repurposing","0%","0%",2030,512.995569598281,"Capacity",918.387361849208,-405.391792250926,-20.1343436011936,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRepurposing","Momentum","Large LIB","Long lifetime","Repurposing","0%","12%",2030,1102.41124279893,"Capacity",918.387361849208,184.023880949727,13.5655402011762,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRepurposing","Momentum","Large LIB","Long lifetime","Repurposing","0%","16%",2030,1298.88313386582,"Capacity",918.387361849208,380.495772016611,19.5063008286197,"0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRepurposing","Momentum","Large LIB","Long lifetime","Repurposing","0%","20%",2030,1495.3550249327,"Capacity",918.387361849208,576.967663083495,24.0201511877735,"0.6M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRepurposing","Momentum","Large LIB","Long lifetime","Repurposing","0%","4%",2030,709.467460665166,"Capacity",918.387361849208,-208.919901184042,-14.4540617538477,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0LargeRepurposing","Momentum","Large LIB","Long lifetime","Repurposing","0%","8%",2030,905.93935173205,"Capacity",918.387361849208,-12.4480101171578,-3.52817376515922,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Recycling","Momentum","Reference","Long lifetime","Recycling","0%","0%",2030,533.458433258234,"Capacity",918.387361849208,-384.928928590974,-19.6196057195596,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Recycling","Momentum","Reference","Long lifetime","Recycling","0%","12%",2030,1093.04859962985,"Capacity",918.387361849208,174.661237780643,13.2159463444978,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Recycling","Momentum","Reference","Long lifetime","Recycling","0%","16%",2030,1279.57865508706,"Capacity",918.387361849208,361.191293237849,19.0050333658704,"0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Recycling","Momentum","Reference","Long lifetime","Recycling","0%","20%",2030,1466.10871054426,"Capacity",918.387361849208,547.721348695055,23.4034473677502,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Recycling","Momentum","Reference","Long lifetime","Recycling","0%","4%",2030,719.988488715439,"Capacity",918.387361849208,-198.398873133768,-14.0854134882072,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Recycling","Momentum","Reference","Long lifetime","Recycling","0%","8%",2030,906.518544172645,"Capacity",918.387361849208,-11.8688176765625,-3.44511504547562,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Repurposing","Momentum","Reference","Long lifetime","Repurposing","0%","0%",2030,508.918194370022,"Capacity",918.387361849208,-409.469167479186,-20.2353445110081,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Repurposing","Momentum","Reference","Long lifetime","Repurposing","0%","12%",2030,1066.75741676858,"Capacity",918.387361849208,148.370054919372,12.1807247288235,"0.1M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Repurposing","Momentum","Reference","Long lifetime","Repurposing","0%","16%",2030,1252.70382423477,"Capacity",918.387361849208,334.316462385558,18.2843228582728,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Repurposing","Momentum","Reference","Long lifetime","Repurposing","0%","20%",2030,1438.65023170095,"Capacity",918.387361849208,520.262869851744,22.8092715765266,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Repurposing","Momentum","Reference","Long lifetime","Repurposing","0%","4%",2030,694.864601836208,"Capacity",918.387361849208,-223.522760013,-14.9506775770531,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Repurposing","Momentum","Reference","Long lifetime","Repurposing","0%","8%",2030,880.811009302394,"Capacity",918.387361849208,-37.5763525468136,-6.12995534623325,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","100% LIB prod.","0%","0%",2030,512.372649197761,"Capacity",918.387361849208,-406.014712651447,-20.149806764618,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","100% LIB prod.","0%","12%",2030,1070.00261109043,"Capacity",918.387361849208,151.615249241223,12.3132144154653,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","100% LIB prod.","0%","16%",2030,1255.87926505465,"Capacity",918.387361849208,337.491903205446,18.3709527027165,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","100% LIB prod.","0%","20%",2030,1441.75591901888,"Capacity",918.387361849208,523.368557169669,22.8772497728566,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","100% LIB prod.","0%","4%",2030,698.249303161984,"Capacity",918.387361849208,-220.138058687224,-14.8370502016817,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","100% LIB prod.","0%","8%",2030,884.125957126207,"Capacity",918.387361849208,-34.2614047230004,-5.85332424550361,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","Reference","0%","0%",2030,512.372649197761,"Capacity",918.387361849208,-406.014712651447,-20.149806764618,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","Reference","0%","12%",2030,1038.33303162648,"Capacity",918.387361849208,119.945669777268,10.9519710453081,"0.1M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","Reference","0%","16%",2030,1213.65315910271,"Capacity",918.387361849208,295.265797253506,17.1832999523813,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","Reference","0%","20%",2030,1388.97328657895,"Capacity",918.387361849208,470.585924729744,21.6929925259228,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","Reference","0%","4%",2030,687.692776673999,"Capacity",918.387361849208,-230.694585175209,-15.1886334202656,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0Small","Momentum","Small LIB","Long lifetime","Reference","0%","8%",2030,863.012904150237,"Capacity",918.387361849208,-55.3744576989704,-7.4414015950606,"-0.1M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRecycling","Momentum","Small LIB","Long lifetime","Recycling","0%","0%",2030,527.250344903617,"Capacity",918.387361849208,-391.137016945591,-19.7771842522031,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRecycling","Momentum","Small LIB","Long lifetime","Recycling","0%","12%",2030,1054.28283527942,"Capacity",918.387361849208,135.89547343021,11.6574213885495,"0.1M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRecycling","Momentum","Small LIB","Long lifetime","Recycling","0%","16%",2030,1229.96033207135,"Capacity",918.387361849208,311.572970222144,17.6514296934312,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRecycling","Momentum","Small LIB","Long lifetime","Recycling","0%","20%",2030,1405.63782886329,"Capacity",918.387361849208,487.250467014078,22.0737506331407,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRecycling","Momentum","Small LIB","Long lifetime","Recycling","0%","4%",2030,702.92784169555,"Capacity",918.387361849208,-215.459520153657,-14.6785394421127,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRecycling","Momentum","Small LIB","Long lifetime","Recycling","0%","8%",2030,878.605338487484,"Capacity",918.387361849208,-39.7820233617233,-6.30729921295346,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRepurposing","Momentum","Small LIB","Long lifetime","Repurposing","0%","0%",2030,503.446031774248,"Capacity",918.387361849208,-414.94133007496,-20.3701087398904,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRepurposing","Momentum","Small LIB","Long lifetime","Repurposing","0%","12%",2030,1028.76276281754,"Capacity",918.387361849208,110.375400968334,10.5059697776233,"0.1M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRepurposing","Momentum","Small LIB","Long lifetime","Repurposing","0%","16%",2030,1203.86833983197,"Capacity",918.387361849208,285.480977982766,16.8961823493583,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRepurposing","Momentum","Small LIB","Long lifetime","Repurposing","0%","20%",2030,1378.9739168464,"Capacity",918.387361849208,460.586554997197,21.4612803671449,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRepurposing","Momentum","Small LIB","Long lifetime","Repurposing","0%","4%",2030,678.551608788679,"Capacity",918.387361849208,-239.835753060528,-15.4866314303831,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse0SmallRepurposing","Momentum","Small LIB","Long lifetime","Repurposing","0%","8%",2030,853.65718580311,"Capacity",918.387361849208,-64.7301760460971,-8.04550657485886,"-0.1M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50","Momentum","Reference","Long lifetime","50% Reuse","50%","0%",2030,515.896653481955,"Capacity",918.387361849208,-402.490708367252,-20.0621710781075,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50","Momentum","Reference","Long lifetime","50% Reuse","50%","12%",2030,1074.32546879654,"Capacity",918.387361849208,155.938106947333,12.4875180459262,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50","Momentum","Reference","Long lifetime","50% Reuse","50%","16%",2030,1260.46840723474,"Capacity",918.387361849208,342.081045385528,18.495433095376,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50","Momentum","Reference","Long lifetime","50% Reuse","50%","20%",2030,1446.61134567293,"Capacity",918.387361849208,528.223983823724,22.9831238917542,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50","Momentum","Reference","Long lifetime","50% Reuse","50%","4%",2030,702.03959192015,"Capacity",918.387361849208,-216.347769929057,-14.7087650715163,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50","Momentum","Reference","Long lifetime","50% Reuse","50%","8%",2030,888.182530358346,"Capacity",918.387361849208,-30.2048314908619,-5.49589223792297,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Large","Momentum","Large LIB","Long lifetime","50% Reuse","50%","0%",2030,520.062718552959,"Capacity",918.387361849208,-398.324643296248,-19.958072133757,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Large","Momentum","Large LIB","Long lifetime","50% Reuse","50%","12%",2030,1110.09173190163,"Capacity",918.387361849208,191.704370052427,13.8457347241823,"0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Large","Momentum","Large LIB","Long lifetime","50% Reuse","50%","16%",2030,1306.76806968453,"Capacity",918.387361849208,388.380707835319,19.7073769902369,"0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Large","Momentum","Large LIB","Long lifetime","50% Reuse","50%","20%",2030,1503.44440746742,"Capacity",918.387361849208,585.057045618211,24.1879524891672,"0.6M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Large","Momentum","Large LIB","Long lifetime","50% Reuse","50%","4%",2030,716.739056335851,"Capacity",918.387361849208,-201.648305513356,-14.200292444642,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Large","Momentum","Large LIB","Long lifetime","50% Reuse","50%","8%",2030,913.415394118743,"Capacity",918.387361849208,-4.97196773046448,-2.22979096115858,"0M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Small","Momentum","Small LIB","Long lifetime","50% Reuse","50%","0%",2030,510.321450716467,"Capacity",918.387361849208,-408.06591113274,-20.2006413544902,"-0.4M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Small","Momentum","Small LIB","Long lifetime","50% Reuse","50%","12%",2030,1036.20620037611,"Capacity",918.387361849208,117.818838526897,10.8544386555408,"0.1M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Small","Momentum","Small LIB","Long lifetime","50% Reuse","50%","16%",2030,1211.50111692932,"Capacity",918.387361849208,293.11375508011,17.1205652675404,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Small","Momentum","Small LIB","Long lifetime","50% Reuse","50%","20%",2030,1386.79603348253,"Capacity",918.387361849208,468.408671633322,21.6427510181428,"0.5M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Small","Momentum","Small LIB","Long lifetime","50% Reuse","50%","4%",2030,685.61636726968,"Capacity",918.387361849208,-232.770994579528,-15.2568343564295,"-0.2M"
"Pre-processing (ktons of battery)","Momentum_Long_reuse50Small","Momentum","Small LIB","Long lifetime","50% Reuse","50%","8%",2030,860.911283822892,"Capacity",918.387361849208,-57.4760780263151,-7.58129791172429,"-0.1M"
"Pre-processing (ktons of battery)","Momentum_Short_reuse0","Momentum","Reference","Short lifetime","100% LIB prod.","0%","0%",2030,1241.24308312403,"Capacity",918.387361849208,322.85572127482,17.9681863657638,"0.3M"
"Pre-processing (ktons of battery)","Momentum_Short_reuse0","Momentum","Reference","Short lifetime","100% LIB prod.","0%","12%",2030,1956.46396073957,"Capacity",918.387361849208,1038.07659889037,32.2191961242109,"1M"
