"Stage","Scenario","Sales","Size","Lifetime","eol","Reuse","Scrap","Year","ktons","type","cap","deficit","deficit_trans","lab_def"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","16%",2030,1390.57252027619,"Capacity",918.387361849208,472.185158426982,21.7298218682755,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","20%",2030,1599.8457054486,"Capacity",918.387361849208,681.458343599394,26.1047571066922,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","4%",2030,762.752964758954,"Capacity",918.387361849208,-155.634397090254,-12.4753515818294,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","8%",2030,972.026149931366,"Capacity",918.387361849208,53.638788082158,7.32385063215779,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","0%",2030,524.551889008535,"Capacity",918.387361849208,-393.835472840673,-19.8452884292638,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","12%",2030,1151.9217610774,"Capacity",918.387361849208,233.534399228194,15.2818323256144,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","16%",2030,1361.04505176702,"Capacity",918.387361849208,442.657689917817,21.0394317869522,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","20%",2030,1570.16834245665,"Capacity",918.387361849208,651.780980607439,25.5300015786807,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","4%",2030,733.675179698157,"Capacity",918.387361849208,-184.71218215105,-13.590885995808,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","8%",2030,942.79847038778,"Capacity",918.387361849208,24.4111085385721,4.94075991509121,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","0%",2030,547.726811880169,"Capacity",918.387361849208,-370.660549969039,-19.2525465839987,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","12%",2030,1175.96041504395,"Capacity",918.387361849208,257.573053194742,16.0490826278246,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","16%",2030,1385.37161609854,"Capacity",918.387361849208,466.984254249335,21.6098184686807,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","20%",2030,1594.78281715314,"Capacity",918.387361849208,676.395455303929,26.0076037978113,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","4%",2030,757.138012934762,"Capacity",918.387361849208,-161.249348914445,-12.6983994627057,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","8%",2030,966.549213989356,"Capacity",918.387361849208,48.1618521401482,6.93987407235522,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","0%",2030,519.689764495941,"Capacity",918.387361849208,-398.697597353266,-19.9674133866474,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","12%",2030,1147.31420174627,"Capacity",918.387361849208,228.926839897061,15.1303284794832,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","16%",2030,1356.52234749638,"Capacity",918.387361849208,438.13498564717,20.9316742198796,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","20%",2030,1565.73049324649,"Capacity",918.387361849208,647.34313139728,25.4429387335127,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","4%",2030,728.89791024605,"Capacity",918.387361849208,-189.489451603157,-13.7655167575779,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","8%",2030,938.10605599616,"Capacity",918.387361849208,19.7186941469522,4.44057362814223,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","0%",2030,523.642642326201,"Capacity",918.387361849208,-394.744719523006,-19.8681835989857,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","12%",2030,1223.69880317881,"Capacity",918.387361849208,305.311441329607,17.4731634608507,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","16%",2030,1457.05085679635,"Capacity",918.387361849208,538.663494947145,23.2091252516579,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","20%",2030,1690.40291041389,"Capacity",918.387361849208,772.015548564683,27.7851677800348,"0.8M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","4%",2030,756.994695943739,"Capacity",918.387361849208,-161.392665905468,-12.704041321779,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","8%",2030,990.346749561277,"Capacity",918.387361849208,71.9593877120693,8.48288793466407,"0.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","0%",2030,523.642642326201,"Capacity",918.387361849208,-394.744719523006,-19.8681835989857,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","12%",2030,1115.60979323788,"Capacity",918.387361849208,197.222431388668,14.043590402339,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","16%",2030,1312.9321768751,"Capacity",918.387361849208,394.544815025892,19.8631521925875,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","20%",2030,1510.25456051232,"Capacity",918.387361849208,591.867198663117,24.328320917464,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","4%",2030,720.965025963426,"Capacity",918.387361849208,-197.422335885782,-14.0507058856764,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","8%",2030,918.287409600651,"Capacity",918.387361849208,-0.0999522485569742,-0.316152255340641,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","0%",2030,540.601487591502,"Capacity",918.387361849208,-377.785874257705,-19.4367145952629,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","12%",2030,1133.7782519997,"Capacity",918.387361849208,215.390890150488,14.6762014891622,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","16%",2030,1331.50384013576,"Capacity",918.387361849208,413.116478286552,20.3252669917655,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","20%",2030,1529.22942827182,"Capacity",918.387361849208,610.842066422616,24.7152193278275,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","4%",2030,738.327075727566,"Capacity",918.387361849208,-180.060286121641,-13.4186544080113,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","8%",2030,936.052663863631,"Capacity",918.387361849208,17.6653020144231,4.2030110652273,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","0%",2030,513.467335167021,"Capacity",918.387361849208,-404.920026682187,-20.1226247463443,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","12%",2030,1104.70837875263,"Capacity",918.387361849208,186.321016903418,13.6499456740098,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","16%",2030,1301.78872661449,"Capacity",918.387361849208,383.401364765286,19.5806374963964,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","20%",2030,1498.86907447636,"Capacity",918.387361849208,580.481712627155,24.0931880959568,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","4%",2030,710.547683028889,"Capacity",918.387361849208,-207.839678820319,-14.4166458935606,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","8%",2030,907.628030890757,"Capacity",918.387361849208,-10.7593309584503,-3.28014191132797,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","0%",2030,527.834717991186,"Capacity",918.387361849208,-390.552643858021,-19.7624048095879,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","12%",2030,1155.73163555039,"Capacity",918.387361849208,237.344273701185,15.4059817506443,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","16%",2030,1365.03060807013,"Capacity",918.387361849208,446.643246220921,21.1339358904327,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","20%",2030,1574.32958058986,"Capacity",918.387361849208,655.942218740656,25.6113689353118,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","4%",2030,737.133690510922,"Capacity",918.387361849208,-181.253671338286,-13.4630483672267,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","8%",2030,946.432663030657,"Capacity",918.387361849208,28.0453011814495,5.29578145144317,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","0%",2030,532.829719655988,"Capacity",918.387361849208,-385.55764219322,-19.6356217674211,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","12%",2030,1160.42243113369,"Capacity",918.387361849208,242.035069284479,15.5574763147652,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","16%",2030,1369.62000162625,"Capacity",918.387361849208,451.232639777046,21.2422371650692,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","20%",2030,1578.81757211882,"Capacity",918.387361849208,660.430210269612,25.6988367493475,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","4%",2030,742.027290148554,"Capacity",918.387361849208,-176.360071700654,-13.2800629403875,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","8%",2030,951.22486064112,"Capacity",918.387361849208,32.8374987919127,5.73040127669195,"0M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","0%",2030,521.469993221738,"Capacity",918.387361849208,-396.917368627469,-19.9227851624081,"-0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","12%",2030,1113.34505669072,"Capacity",918.387361849208,194.95769484151,13.9627251939408,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","16%",2030,1310.63674451371,"Capacity",918.387361849208,392.249382664504,19.8052867352256,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","20%",2030,1507.9284323367,"Capacity",918.387361849208,589.541070487497,24.2804668506908,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","4%",2030,718.761681044731,"Capacity",918.387361849208,-199.625680804476,-14.1288952435948,"-0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","8%",2030,916.053368867725,"Capacity",918.387361849208,-2.33399298148288,-1.52774113693481,"0M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","0%",2030,1396.04101135335,"Capacity",918.387361849208,477.653649504143,21.8552888222541,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","12%",2030,2289.09445043464,"Capacity",918.387361849208,1370.70708858543,37.0230615776901,"1.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","16%",2030,2586.7789301284,"Capacity",918.387361849208,1668.3915682792,40.8459492273003,"1.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","20%",2030,2884.46340982217,"Capacity",918.387361849208,1966.07604797296,44.340456109212,"2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","4%",2030,1693.72549104711,"Capacity",918.387361849208,775.338129197907,27.8448941315622,"0.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","8%",2030,1991.40997074088,"Capacity",918.387361849208,1073.02260889167,32.7570238100422,"1.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","0%",2030,1396.04101135335,"Capacity",918.387361849208,477.653649504143,21.8552888222541,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","12%",2030,2024.11910454527,"Capacity",918.387361849208,1105.73174269606,33.2525449055567,"1.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","16%",2030,2233.47846894258,"Capacity",918.387361849208,1315.09110709337,36.2641849087136,"1.3M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","20%",2030,2442.83783333988,"Capacity",918.387361849208,1524.45047149068,39.0442117539934,"1.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","4%",2030,1605.40037575066,"Capacity",918.387361849208,687.01301390145,26.2109330986413,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","8%",2030,1814.75974014796,"Capacity",918.387361849208,896.372378298757,29.9394785909634,"0.9M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","0%",2030,1462.65350330182,"Capacity",918.387361849208,544.26614145261,23.3295122420639,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","12%",2030,2451.80947136823,"Capacity",918.387361849208,1533.42210951902,39.1589339681128,"1.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","16%",2030,2781.52812739036,"Capacity",918.387361849208,1863.14076554115,43.1641143259207,"1.9M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","20%",2030,3111.2467834125,"Capacity",918.387361849208,2192.85942156329,46.827976910852,"2.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","4%",2030,1792.37215932395,"Capacity",918.387361849208,873.984797474746,29.5632338805271,"0.9M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","8%",2030,2122.09081534609,"Capacity",918.387361849208,1203.70345349688,34.6944297185713,"1.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","0%",2030,1462.65350330182,"Capacity",918.387361849208,544.26614145261,23.3295122420639,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","12%",2030,2088.94282659842,"Capacity",918.387361849208,1170.55546474921,34.2133813697098,"1.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","16%",2030,2297.70593436395,"Capacity",918.387361849208,1379.31857251474,37.1391784038735,"1.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","20%",2030,2506.46904212948,"Capacity",918.387361849208,1588.08168028027,39.8507425311032,"1.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","4%",2030,1671.41661106735,"Capacity",918.387361849208,753.029249218143,27.4413784132311,"0.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","8%",2030,1880.17971883288,"Capacity",918.387361849208,961.792356983676,31.0127773181261,"1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","0%",2030,1484.06892586582,"Capacity",918.387361849208,565.681564016617,23.7840611338059,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","12%",2030,2110.66944633391,"Capacity",918.387361849208,1192.2820844847,34.529437940469,"1.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","16%",2030,2319.53628648994,"Capacity",918.387361849208,1401.14892464073,37.4319238704175,"1.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","20%",2030,2528.40312664597,"Capacity",918.387361849208,1610.01576479676,40.1250017420157,"1.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","4%",2030,1692.93576602185,"Capacity",918.387361849208,774.548404172646,27.830709731745,"0.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","8%",2030,1901.80260617788,"Capacity",918.387361849208,983.415244328675,31.3594522325993,"1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","0%",2030,1449.80424976341,"Capacity",918.387361849208,531.416887914206,23.0524811661176,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","12%",2030,2075.9060940271,"Capacity",918.387361849208,1157.5187321779,34.0223269659483,"1.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","16%",2030,2284.60670878167,"Capacity",918.387361849208,1366.21934693246,36.9624045069102,"1.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","20%",2030,2493.30732353623,"Capacity",918.387361849208,1574.91996168702,39.685261265198,"1.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","4%",2030,1658.50486451798,"Capacity",918.387361849208,740.117502668769,27.2051006737481,"0.7M"
