"Vehicle","Country","Year","Stage","ktons"
"Heavy trucks","Mexico",2027,"Refining (ktons of black mass)",0.0255329166082103
"Heavy trucks","Mexico",2028,"Pre-processing (ktons of battery)",0.134294088449573
"Heavy trucks","Mexico",2028,"Refining (ktons of black mass)",0.040288226534872
"Heavy trucks","Mexico",2029,"Pre-processing (ktons of battery)",0.202131074965741
"Heavy trucks","Mexico",2029,"Refining (ktons of black mass)",0.0606393224897222
"Heavy trucks","Mexico",2030,"Pre-processing (ktons of battery)",0.292211132435952
"Heavy trucks","Mexico",2030,"Refining (ktons of black mass)",0.0876633397307855
"Heavy trucks","Mexico",2031,"Pre-processing (ktons of battery)",0.424091431081943
"Heavy trucks","Mexico",2031,"Refining (ktons of black mass)",0.127227429324583
"Heavy trucks","Mexico",2032,"Pre-processing (ktons of battery)",0.587335131200911
"Heavy trucks","Mexico",2032,"Refining (ktons of black mass)",0.176200539360273
"Heavy trucks","Mexico",2033,"Pre-processing (ktons of battery)",0.797490634066767
"Heavy trucks","Mexico",2033,"Refining (ktons of black mass)",0.23924719022003
"Heavy trucks","Mexico",2034,"Pre-processing (ktons of battery)",1.05173397337145
"Heavy trucks","Mexico",2034,"Refining (ktons of black mass)",0.315520192011435
"Heavy trucks","Mexico",2035,"Pre-processing (ktons of battery)",1.38340265696882
"Heavy trucks","Mexico",2035,"Refining (ktons of black mass)",0.415020797090645
"Heavy trucks","Mexico",2036,"Pre-processing (ktons of battery)",1.78857901567654
"Heavy trucks","Mexico",2036,"Refining (ktons of black mass)",0.536573704702962
"Heavy trucks","Mexico",2037,"Pre-processing (ktons of battery)",2.28909098819784
"Heavy trucks","Mexico",2037,"Refining (ktons of black mass)",0.686727296459352
"Heavy trucks","Mexico",2038,"Pre-processing (ktons of battery)",2.89633739792348
"Heavy trucks","Mexico",2038,"Refining (ktons of black mass)",0.868901219377044
"Heavy trucks","Mexico",2039,"Pre-processing (ktons of battery)",3.59684690811893
"Heavy trucks","Mexico",2039,"Refining (ktons of black mass)",1.07905407243568
"Heavy trucks","Mexico",2040,"Pre-processing (ktons of battery)",4.3968370588155
"Heavy trucks","Mexico",2040,"Refining (ktons of black mass)",1.31905111764465
"Heavy trucks","Mexico",2041,"Pre-processing (ktons of battery)",5.29009030998188
"Heavy trucks","Mexico",2041,"Refining (ktons of black mass)",1.58702709299457
"Heavy trucks","Mexico",2042,"Pre-processing (ktons of battery)",6.23308388139883
"Heavy trucks","Mexico",2042,"Refining (ktons of black mass)",1.86992516441965
"Heavy trucks","Mexico",2043,"Pre-processing (ktons of battery)",7.25586921655106
"Heavy trucks","Mexico",2043,"Refining (ktons of black mass)",2.17676076496532
"Heavy trucks","Mexico",2044,"Pre-processing (ktons of battery)",8.30248845515668
"Heavy trucks","Mexico",2044,"Refining (ktons of black mass)",2.490746536547
"Heavy trucks","Mexico",2045,"Pre-processing (ktons of battery)",9.40817432405985
"Heavy trucks","Mexico",2045,"Refining (ktons of black mass)",2.82245229721795
"Heavy trucks","Mexico",2046,"Pre-processing (ktons of battery)",10.5480566631353
"Heavy trucks","Mexico",2046,"Refining (ktons of black mass)",3.16441699894058
"Heavy trucks","Mexico",2047,"Pre-processing (ktons of battery)",11.6817214621794
"Heavy trucks","Mexico",2047,"Refining (ktons of black mass)",3.50451643865382
"Heavy trucks","Mexico",2048,"Pre-processing (ktons of battery)",12.8029511811609
"Heavy trucks","Mexico",2048,"Refining (ktons of black mass)",3.84088535434826
"Heavy trucks","Mexico",2049,"Pre-processing (ktons of battery)",13.8806581199231
"Heavy trucks","Mexico",2049,"Refining (ktons of black mass)",4.16419743597692
"Heavy trucks","Mexico",2050,"Pre-processing (ktons of battery)",14.9417849519351
"Heavy trucks","Mexico",2050,"Refining (ktons of black mass)",4.48253548558054
"Heavy trucks","United States",2025,"Pre-processing (ktons of battery)",1.0974296899323
"Heavy trucks","United States",2025,"Refining (ktons of black mass)",0.329228906979691
"Heavy trucks","United States",2026,"Pre-processing (ktons of battery)",2.74994827216096
"Heavy trucks","United States",2026,"Refining (ktons of black mass)",0.824984481648289
"Heavy trucks","United States",2027,"Pre-processing (ktons of battery)",5.46011556331615
"Heavy trucks","United States",2027,"Refining (ktons of black mass)",1.63803466899484
"Heavy trucks","United States",2028,"Pre-processing (ktons of battery)",9.68621522043596
"Heavy trucks","United States",2028,"Refining (ktons of black mass)",2.90586456613079
"Heavy trucks","United States",2029,"Pre-processing (ktons of battery)",15.9507933376318
"Heavy trucks","United States",2029,"Refining (ktons of black mass)",4.78523800128953
"Heavy trucks","United States",2030,"Pre-processing (ktons of battery)",24.5419640238097
"Heavy trucks","United States",2030,"Refining (ktons of black mass)",7.36258920714291
"Heavy trucks","United States",2031,"Pre-processing (ktons of battery)",36.3093810710755
"Heavy trucks","United States",2031,"Refining (ktons of black mass)",10.8928143213226
"Heavy trucks","United States",2032,"Pre-processing (ktons of battery)",51.2829249837782
"Heavy trucks","United States",2032,"Refining (ktons of black mass)",15.3848774951335
"Heavy trucks","United States",2033,"Pre-processing (ktons of battery)",69.4372377063877
"Heavy trucks","United States",2033,"Refining (ktons of black mass)",20.8311713119163
"Heavy trucks","United States",2034,"Pre-processing (ktons of battery)",90.6013588678197
"Heavy trucks","United States",2034,"Refining (ktons of black mass)",27.1804076603459
"Heavy trucks","United States",2035,"Pre-processing (ktons of battery)",114.673960613874
"Heavy trucks","United States",2035,"Refining (ktons of black mass)",34.4021881841622
"Heavy trucks","United States",2036,"Pre-processing (ktons of battery)",141.763041759195
"Heavy trucks","United States",2036,"Refining (ktons of black mass)",42.5289125277584
"Heavy trucks","United States",2037,"Pre-processing (ktons of battery)",171.843770873339
"Heavy trucks","United States",2037,"Refining (ktons of black mass)",51.5531312620018
"Heavy trucks","United States",2038,"Pre-processing (ktons of battery)",205.006391586942
"Heavy trucks","United States",2038,"Refining (ktons of black mass)",61.5019174760826
"Heavy trucks","United States",2039,"Pre-processing (ktons of battery)",241.100798605414
"Heavy trucks","United States",2039,"Refining (ktons of black mass)",72.3302395816242
"Heavy trucks","United States",2040,"Pre-processing (ktons of battery)",280.083377368739
"Heavy trucks","United States",2040,"Refining (ktons of black mass)",84.0250132106216
"Heavy trucks","United States",2041,"Pre-processing (ktons of battery)",320.750307266621
"Heavy trucks","United States",2041,"Refining (ktons of black mass)",96.2250921799863
"Heavy trucks","United States",2042,"Pre-processing (ktons of battery)",362.375548500927
"Heavy trucks","United States",2042,"Refining (ktons of black mass)",108.712664550278
"Heavy trucks","United States",2043,"Pre-processing (ktons of battery)",404.263512164278
"Heavy trucks","United States",2043,"Refining (ktons of black mass)",121.279053649283
"Heavy trucks","United States",2044,"Pre-processing (ktons of battery)",445.828702557659
"Heavy trucks","United States",2044,"Refining (ktons of black mass)",133.748610767298
"Heavy trucks","United States",2045,"Pre-processing (ktons of battery)",486.51439834333
"Heavy trucks","United States",2045,"Refining (ktons of black mass)",145.954319502999
"Heavy trucks","United States",2046,"Pre-processing (ktons of battery)",525.636270146588
"Heavy trucks","United States",2046,"Refining (ktons of black mass)",157.690881043976
"Heavy trucks","United States",2047,"Pre-processing (ktons of battery)",562.368618904716
"Heavy trucks","United States",2047,"Refining (ktons of black mass)",168.710585671415
"Heavy trucks","United States",2048,"Pre-processing (ktons of battery)",595.884494495815
"Heavy trucks","United States",2048,"Refining (ktons of black mass)",178.765348348745
"Heavy trucks","United States",2049,"Pre-processing (ktons of battery)",625.444520941
"Heavy trucks","United States",2049,"Refining (ktons of black mass)",187.6333562823
"Heavy trucks","United States",2050,"Pre-processing (ktons of battery)",650.851030888893
"Heavy trucks","United States",2050,"Refining (ktons of black mass)",195.255309266668
"Light Commercial Vehicles","Canada",2025,"Pre-processing (ktons of battery)",0.170254257494103
"Light Commercial Vehicles","Canada",2025,"Refining (ktons of black mass)",0.0480102554517095
"Light Commercial Vehicles","Canada",2026,"Pre-processing (ktons of battery)",0.365446154718622
"Light Commercial Vehicles","Canada",2026,"Refining (ktons of black mass)",0.10305271363034
"Light Commercial Vehicles","Canada",2027,"Pre-processing (ktons of battery)",0.668139128109911
"Light Commercial Vehicles","Canada",2027,"Refining (ktons of black mass)",0.188409562791405
"Light Commercial Vehicles","Canada",2028,"Pre-processing (ktons of battery)",1.16288454823741
"Light Commercial Vehicles","Canada",2028,"Refining (ktons of black mass)",0.327923571741855
"Light Commercial Vehicles","Canada",2029,"Pre-processing (ktons of battery)",1.89397814871439
"Light Commercial Vehicles","Canada",2029,"Refining (ktons of black mass)",0.534085761367133
"Light Commercial Vehicles","Canada",2030,"Pre-processing (ktons of battery)",2.96730964835431
"Light Commercial Vehicles","Canada",2030,"Refining (ktons of black mass)",0.836756133553647
"Light Commercial Vehicles","Canada",2031,"Pre-processing (ktons of battery)",4.43312775502462
"Light Commercial Vehicles","Canada",2031,"Refining (ktons of black mass)",1.25010439739616
"Light Commercial Vehicles","Canada",2032,"Pre-processing (ktons of battery)",6.32385627857536
"Light Commercial Vehicles","Canada",2032,"Refining (ktons of black mass)",1.78327379205079
"Light Commercial Vehicles","Canada",2033,"Pre-processing (ktons of battery)",8.68855778480002
"Light Commercial Vehicles","Canada",2033,"Refining (ktons of black mass)",2.45009954461571
"Light Commercial Vehicles","Canada",2034,"Pre-processing (ktons of battery)",11.5242794650058
"Light Commercial Vehicles","Canada",2034,"Refining (ktons of black mass)",3.24974898810375
"Light Commercial Vehicles","Canada",2035,"Pre-processing (ktons of battery)",14.838663812288
"Light Commercial Vehicles","Canada",2035,"Refining (ktons of black mass)",4.18437724069638
"Light Commercial Vehicles","Canada",2036,"Pre-processing (ktons of battery)",18.5983752962726
"Light Commercial Vehicles","Canada",2036,"Refining (ktons of black mass)",5.24458396578857
"Light Commercial Vehicles","Canada",2037,"Pre-processing (ktons of battery)",22.7267793458616
"Light Commercial Vehicles","Canada",2037,"Refining (ktons of black mass)",6.40875886482452
"Light Commercial Vehicles","Canada",2038,"Pre-processing (ktons of battery)",27.1013755690602
"Light Commercial Vehicles","Canada",2038,"Refining (ktons of black mass)",7.64235786707634
"Light Commercial Vehicles","Canada",2039,"Pre-processing (ktons of battery)",31.5783262096979
"Light Commercial Vehicles","Canada",2039,"Refining (ktons of black mass)",8.90481994623555
"Light Commercial Vehicles","Canada",2040,"Pre-processing (ktons of battery)",36.0158687989758
"Light Commercial Vehicles","Canada",2040,"Refining (ktons of black mass)",10.1561692894169
"Light Commercial Vehicles","Canada",2041,"Pre-processing (ktons of battery)",40.2721152049229
"Light Commercial Vehicles","Canada",2041,"Refining (ktons of black mass)",11.3563946477872
"Light Commercial Vehicles","Canada",2042,"Pre-processing (ktons of battery)",44.2723023191526
"Light Commercial Vehicles","Canada",2042,"Refining (ktons of black mass)",12.48441345939
"Light Commercial Vehicles","Canada",2043,"Pre-processing (ktons of battery)",47.9453216213948
"Light Commercial Vehicles","Canada",2043,"Refining (ktons of black mass)",13.5201737250962
"Light Commercial Vehicles","Canada",2044,"Pre-processing (ktons of battery)",51.2647236927543
"Light Commercial Vehicles","Canada",2044,"Refining (ktons of black mass)",14.4562169332869
"Light Commercial Vehicles","Canada",2045,"Pre-processing (ktons of battery)",54.2003216964484
"Light Commercial Vehicles","Canada",2045,"Refining (ktons of black mass)",15.2840306522229
"Light Commercial Vehicles","Canada",2046,"Pre-processing (ktons of battery)",56.7227912767453
"Light Commercial Vehicles","Canada",2046,"Refining (ktons of black mass)",15.9953456625005
"Light Commercial Vehicles","Canada",2047,"Pre-processing (ktons of battery)",58.8114328884227
"Light Commercial Vehicles","Canada",2047,"Refining (ktons of black mass)",16.58432486807
"Light Commercial Vehicles","Canada",2048,"Pre-processing (ktons of battery)",60.4527343283492
"Light Commercial Vehicles","Canada",2048,"Refining (ktons of black mass)",17.0471579423434
"Light Commercial Vehicles","Canada",2049,"Pre-processing (ktons of battery)",61.7021818774683
"Light Commercial Vehicles","Canada",2049,"Refining (ktons of black mass)",17.399491545565
"Light Commercial Vehicles","Canada",2050,"Pre-processing (ktons of battery)",62.5873749294097
"Light Commercial Vehicles","Canada",2050,"Refining (ktons of black mass)",17.6491084724678
"Light Commercial Vehicles","Mexico",2025,"Pre-processing (ktons of battery)",0.370113777016603
"Light Commercial Vehicles","Mexico",2025,"Refining (ktons of black mass)",0.106482179310239
"Light Commercial Vehicles","Mexico",2026,"Pre-processing (ktons of battery)",1.00257548732088
"Light Commercial Vehicles","Mexico",2026,"Refining (ktons of black mass)",0.288442174926558
"Light Commercial Vehicles","Mexico",2027,"Pre-processing (ktons of battery)",2.09233870779324
"Light Commercial Vehicles","Mexico",2027,"Refining (ktons of black mass)",0.601968365665566
"Light Commercial Vehicles","Mexico",2028,"Pre-processing (ktons of battery)",4.27899503490545
"Light Commercial Vehicles","Mexico",2028,"Refining (ktons of black mass)",1.23107202397923
"Light Commercial Vehicles","Mexico",2029,"Pre-processing (ktons of battery)",7.93555347037644
"Light Commercial Vehicles","Mexico",2029,"Refining (ktons of black mass)",2.28306828881085
"Light Commercial Vehicles","Mexico",2030,"Pre-processing (ktons of battery)",13.612574758367
"Light Commercial Vehicles","Mexico",2030,"Refining (ktons of black mass)",3.91635414919842
"Light Commercial Vehicles","Mexico",2031,"Pre-processing (ktons of battery)",21.5912813802283
"Light Commercial Vehicles","Mexico",2031,"Refining (ktons of black mass)",6.21183765165316
"Light Commercial Vehicles","Mexico",2032,"Pre-processing (ktons of battery)",32.3256300078226
"Light Commercial Vehicles","Mexico",2032,"Refining (ktons of black mass)",9.30012267728961
"Light Commercial Vehicles","Mexico",2033,"Pre-processing (ktons of battery)",46.1151868052853
"Light Commercial Vehicles","Mexico",2033,"Refining (ktons of black mass)",13.267394772244
"Light Commercial Vehicles","Mexico",2034,"Pre-processing (ktons of battery)",63.048611164027
"Light Commercial Vehicles","Mexico",2034,"Refining (ktons of black mass)",18.1391613501821
"Light Commercial Vehicles","Mexico",2035,"Pre-processing (ktons of battery)",82.9708259813645
"Light Commercial Vehicles","Mexico",2035,"Refining (ktons of black mass)",23.8708065419299
"Light Commercial Vehicles","Mexico",2036,"Pre-processing (ktons of battery)",105.457757935495
"Light Commercial Vehicles","Mexico",2036,"Refining (ktons of black mass)",30.3403239421683
"Light Commercial Vehicles","Mexico",2037,"Pre-processing (ktons of battery)",129.870737194441
"Light Commercial Vehicles","Mexico",2037,"Refining (ktons of black mass)",37.3639674712002
"Light Commercial Vehicles","Mexico",2038,"Pre-processing (ktons of battery)",155.603411994299
"Light Commercial Vehicles","Mexico",2038,"Refining (ktons of black mass)",44.7672889964286
"Light Commercial Vehicles","Mexico",2039,"Pre-processing (ktons of battery)",182.227688142702
"Light Commercial Vehicles","Mexico",2039,"Refining (ktons of black mass)",52.427125303231
"Light Commercial Vehicles","Mexico",2040,"Pre-processing (ktons of battery)",209.391821509422
"Light Commercial Vehicles","Mexico",2040,"Refining (ktons of black mass)",60.242279181798
"Light Commercial Vehicles","Mexico",2041,"Pre-processing (ktons of battery)",236.678502539672
"Light Commercial Vehicles","Mexico",2041,"Refining (ktons of black mass)",68.0926901707248
"Light Commercial Vehicles","Mexico",2042,"Pre-processing (ktons of battery)",263.685980612996
"Light Commercial Vehicles","Mexico",2042,"Refining (ktons of black mass)",75.8627741327494
"Light Commercial Vehicles","Mexico",2043,"Pre-processing (ktons of battery)",289.943841718255
"Light Commercial Vehicles","Mexico",2043,"Refining (ktons of black mass)",83.4171923904305
"Light Commercial Vehicles","Mexico",2044,"Pre-processing (ktons of battery)",314.819543897002
"Light Commercial Vehicles","Mexico",2044,"Refining (ktons of black mass)",90.5739618606646
"Light Commercial Vehicles","Mexico",2045,"Pre-processing (ktons of battery)",337.653592670591
"Light Commercial Vehicles","Mexico",2045,"Refining (ktons of black mass)",97.1433451878327
"Light Commercial Vehicles","Mexico",2046,"Pre-processing (ktons of battery)",357.887144377999
"Light Commercial Vehicles","Mexico",2046,"Refining (ktons of black mass)",102.964562377742
"Light Commercial Vehicles","Mexico",2047,"Pre-processing (ktons of battery)",375.186029882056
"Light Commercial Vehicles","Mexico",2047,"Refining (ktons of black mass)",107.941472567247
"Light Commercial Vehicles","Mexico",2048,"Pre-processing (ktons of battery)",389.491711677953
"Light Commercial Vehicles","Mexico",2048,"Refining (ktons of black mass)",112.057234445729
"Light Commercial Vehicles","Mexico",2049,"Pre-processing (ktons of battery)",400.967378852839
"Light Commercial Vehicles","Mexico",2049,"Refining (ktons of black mass)",115.35879771006
"Light Commercial Vehicles","Mexico",2050,"Pre-processing (ktons of battery)",409.88950530533
"Light Commercial Vehicles","Mexico",2050,"Refining (ktons of black mass)",117.925704233781
"Light Commercial Vehicles","United States",2025,"Pre-processing (ktons of battery)",1.77430492298144
"Light Commercial Vehicles","United States",2025,"Refining (ktons of black mass)",0.505490839127445
"Light Commercial Vehicles","United States",2026,"Pre-processing (ktons of battery)",4.10983448693135
"Light Commercial Vehicles","United States",2026,"Refining (ktons of black mass)",1.17087184765455
"Light Commercial Vehicles","United States",2027,"Pre-processing (ktons of battery)",8.24265532263748
"Light Commercial Vehicles","United States",2027,"Refining (ktons of black mass)",2.34829239422784
"Light Commercial Vehicles","United States",2028,"Pre-processing (ktons of battery)",14.561421281314
"Light Commercial Vehicles","United States",2028,"Refining (ktons of black mass)",4.14847806994258
"Light Commercial Vehicles","United States",2029,"Pre-processing (ktons of battery)",24.1462303231874
"Light Commercial Vehicles","United States",2029,"Refining (ktons of black mass)",6.87914352811625
"Light Commercial Vehicles","United States",2030,"Pre-processing (ktons of battery)",37.567808283222
"Light Commercial Vehicles","United States",2030,"Refining (ktons of black mass)",10.7028857820869
"Light Commercial Vehicles","United States",2031,"Pre-processing (ktons of battery)",55.4512906673639
"Light Commercial Vehicles","United States",2031,"Refining (ktons of black mass)",15.7978028957083
"Light Commercial Vehicles","United States",2032,"Pre-processing (ktons of battery)",78.181596998559
"Light Commercial Vehicles","United States",2032,"Refining (ktons of black mass)",22.2735565681225
"Light Commercial Vehicles","United States",2033,"Pre-processing (ktons of battery)",105.662705422224
"Light Commercial Vehicles","United States",2033,"Refining (ktons of black mass)",30.102790640183
"Light Commercial Vehicles","United States",2034,"Pre-processing (ktons of battery)",137.296149500611
"Light Commercial Vehicles","United States",2034,"Refining (ktons of black mass)",39.1150049357987
"Light Commercial Vehicles","United States",2035,"Pre-processing (ktons of battery)",172.473914686201
"Light Commercial Vehicles","United States",2035,"Refining (ktons of black mass)",49.1369790688651
"Light Commercial Vehicles","United States",2036,"Pre-processing (ktons of battery)",210.453700100061
"Light Commercial Vehicles","United States",2036,"Refining (ktons of black mass)",59.9572351308685
"Light Commercial Vehicles","United States",2037,"Pre-processing (ktons of battery)",250.432133819946
"Light Commercial Vehicles","United States",2037,"Refining (ktons of black mass)",71.3468963702161
"Light Commercial Vehicles","United States",2038,"Pre-processing (ktons of battery)",291.670816629398
"Light Commercial Vehicles","United States",2038,"Refining (ktons of black mass)",83.0955964430493
"Light Commercial Vehicles","United States",2039,"Pre-processing (ktons of battery)",333.327269621079
"Light Commercial Vehicles","United States",2039,"Refining (ktons of black mass)",94.9633172080097
"Light Commercial Vehicles","United States",2040,"Pre-processing (ktons of battery)",374.588177845283
"Light Commercial Vehicles","United States",2040,"Refining (ktons of black mass)",106.718349193361
"Light Commercial Vehicles","United States",2041,"Pre-processing (ktons of battery)",414.476289476424
"Light Commercial Vehicles","United States",2041,"Refining (ktons of black mass)",118.082278109116
"Light Commercial Vehicles","United States",2042,"Pre-processing (ktons of battery)",452.155287974864
"Light Commercial Vehicles","United States",2042,"Refining (ktons of black mass)",128.816841442488
"Light Commercial Vehicles","United States",2043,"Pre-processing (ktons of battery)",487.009634358494
"Light Commercial Vehicles","United States",2043,"Refining (ktons of black mass)",138.74667513257
"Light Commercial Vehicles","United States",2044,"Pre-processing (ktons of battery)",518.651447746501
"Light Commercial Vehicles","United States",2044,"Refining (ktons of black mass)",147.761273803773
"Light Commercial Vehicles","United States",2045,"Pre-processing (ktons of battery)",546.977257779013
"Light Commercial Vehicles","United States",2045,"Refining (ktons of black mass)",155.831159254037
"Light Commercial Vehicles","United States",2046,"Pre-processing (ktons of battery)",572.052320383419
"Light Commercial Vehicles","United States",2046,"Refining (ktons of black mass)",162.974922579551
"Light Commercial Vehicles","United States",2047,"Pre-processing (ktons of battery)",594.064663935285
"Light Commercial Vehicles","United States",2047,"Refining (ktons of black mass)",169.246132149605
"Light Commercial Vehicles","United States",2048,"Pre-processing (ktons of battery)",613.327940385775
"Light Commercial Vehicles","United States",2048,"Refining (ktons of black mass)",174.734145878914
"Light Commercial Vehicles","United States",2049,"Pre-processing (ktons of battery)",630.189717338212
"Light Commercial Vehicles","United States",2049,"Refining (ktons of black mass)",179.537984086466
"Light Commercial Vehicles","United States",2050,"Pre-processing (ktons of battery)",645.115317540213
"Light Commercial Vehicles","United States",2050,"Refining (ktons of black mass)",183.790214958887
"Light Duty Vehicles","Canada",2025,"Pre-processing (ktons of battery)",0.993136390217228
"Light Duty Vehicles","Canada",2025,"Refining (ktons of black mass)",0.272492627966961
"Light Duty Vehicles","Canada",2026,"Pre-processing (ktons of battery)",1.60758987677415
"Light Duty Vehicles","Canada",2026,"Refining (ktons of black mass)",0.441083817419535
"Light Duty Vehicles","Canada",2027,"Pre-processing (ktons of battery)",2.55663324452808
"Light Duty Vehicles","Canada",2027,"Refining (ktons of black mass)",0.70147838545799
"Light Duty Vehicles","Canada",2028,"Pre-processing (ktons of battery)",3.99598206208593
"Light Duty Vehicles","Canada",2028,"Refining (ktons of black mass)",1.09640092149726
"Light Duty Vehicles","Canada",2029,"Pre-processing (ktons of battery)",6.11813731577304
"Light Duty Vehicles","Canada",2029,"Refining (ktons of black mass)",1.67866904471507
"Light Duty Vehicles","Canada",2030,"Pre-processing (ktons of battery)",9.22713151998181
"Light Duty Vehicles","Canada",2030,"Refining (ktons of black mass)",2.53170193061465
"Light Duty Vehicles","Canada",2031,"Pre-processing (ktons of battery)",13.6279265011235
"Light Duty Vehicles","Canada",2031,"Refining (ktons of black mass)",3.73917373546195
"Light Duty Vehicles","Canada",2032,"Pre-processing (ktons of battery)",19.6097419491203
"Light Duty Vehicles","Canada",2032,"Refining (ktons of black mass)",5.38043935365309
"Light Duty Vehicles","Canada",2033,"Pre-processing (ktons of battery)",27.7274437510199
"Light Duty Vehicles","Canada",2033,"Refining (ktons of black mass)",7.60774057717179
"Light Duty Vehicles","Canada",2034,"Pre-processing (ktons of battery)",38.5465365155139
"Light Duty Vehicles","Canada",2034,"Refining (ktons of black mass)",10.5762382061535
"Light Duty Vehicles","Canada",2035,"Pre-processing (ktons of battery)",52.6083974836235
"Light Duty Vehicles","Canada",2035,"Refining (ktons of black mass)",14.4344730740432
"Light Duty Vehicles","Canada",2036,"Pre-processing (ktons of battery)",70.6112224069138
"Light Duty Vehicles","Canada",2036,"Refining (ktons of black mass)",19.3740132243175
"Light Duty Vehicles","Canada",2037,"Pre-processing (ktons of battery)",93.1462305110858
"Light Duty Vehicles","Canada",2037,"Refining (ktons of black mass)",25.5570749266679
"Light Duty Vehicles","Canada",2038,"Pre-processing (ktons of battery)",121.169332353461
"Light Duty Vehicles","Canada",2038,"Refining (ktons of black mass)",33.2459369400155
"Light Duty Vehicles","Canada",2039,"Pre-processing (ktons of battery)",155.494628146382
"Light Duty Vehicles","Canada",2039,"Refining (ktons of black mass)",42.6639686912342
"Light Duty Vehicles","Canada",2040,"Pre-processing (ktons of battery)",197.798398819076
"Light Duty Vehicles","Canada",2040,"Refining (ktons of black mass)",54.2711011627293
"Light Duty Vehicles","Canada",2041,"Pre-processing (ktons of battery)",248.536711740854
"Light Duty Vehicles","Canada",2041,"Refining (ktons of black mass)",68.1924682205222
"Light Duty Vehicles","Canada",2042,"Pre-processing (ktons of battery)",308.286680345205
"Light Duty Vehicles","Canada",2042,"Refining (ktons of black mass)",84.5864158457641
"Light Duty Vehicles","Canada",2043,"Pre-processing (ktons of battery)",375.025671821712
"Light Duty Vehicles","Canada",2043,"Refining (ktons of black mass)",102.897982468874
"Light Duty Vehicles","Canada",2044,"Pre-processing (ktons of battery)",445.206767779141
"Light Duty Vehicles","Canada",2044,"Refining (ktons of black mass)",122.153979388752
"Light Duty Vehicles","Canada",2045,"Pre-processing (ktons of battery)",515.056404883689
"Light Duty Vehicles","Canada",2045,"Refining (ktons of black mass)",141.319032008558
"Light Duty Vehicles","Canada",2046,"Pre-processing (ktons of battery)",579.795354171966
"Light Duty Vehicles","Canada",2046,"Refining (ktons of black mass)",159.08183538295
"Light Duty Vehicles","Canada",2047,"Pre-processing (ktons of battery)",636.186828731708
"Light Duty Vehicles","Canada",2047,"Refining (ktons of black mass)",174.55429339484
"Light Duty Vehicles","Canada",2048,"Pre-processing (ktons of battery)",681.875488014027
"Light Duty Vehicles","Canada",2048,"Refining (ktons of black mass)",187.090157510546
"Light Duty Vehicles","Canada",2049,"Pre-processing (ktons of battery)",716.555665503005
"Light Duty Vehicles","Canada",2049,"Refining (ktons of black mass)",196.60556022403
"Light Duty Vehicles","Canada",2050,"Pre-processing (ktons of battery)",741.247778692135
"Light Duty Vehicles","Canada",2050,"Refining (ktons of black mass)",203.380479438793
"Light Duty Vehicles","Mexico",2025,"Pre-processing (ktons of battery)",0.0541426142877312
"Light Duty Vehicles","Mexico",2025,"Refining (ktons of black mass)",0.0153214456546377
"Light Duty Vehicles","Mexico",2026,"Pre-processing (ktons of battery)",0.0946507239222417
"Light Duty Vehicles","Mexico",2026,"Refining (ktons of black mass)",0.0267845567086951
"Light Duty Vehicles","Mexico",2027,"Pre-processing (ktons of battery)",0.163316823587154
"Light Duty Vehicles","Mexico",2027,"Refining (ktons of black mass)",0.0462159034985062
"Light Duty Vehicles","Mexico",2028,"Pre-processing (ktons of battery)",0.281072232250682
"Light Duty Vehicles","Mexico",2028,"Refining (ktons of black mass)",0.0795386958703316
"Light Duty Vehicles","Mexico",2029,"Pre-processing (ktons of battery)",0.482277602883174
"Light Duty Vehicles","Mexico",2029,"Refining (ktons of black mass)",0.136476418441026
"Light Duty Vehicles","Mexico",2030,"Pre-processing (ktons of battery)",0.818957064273147
"Light Duty Vehicles","Mexico",2030,"Refining (ktons of black mass)",0.231751021239215
"Light Duty Vehicles","Mexico",2031,"Pre-processing (ktons of battery)",1.35180486423931
"Light Duty Vehicles","Mexico",2031,"Refining (ktons of black mass)",0.38253795158559
"Light Duty Vehicles","Mexico",2032,"Pre-processing (ktons of battery)",2.17172004903082
"Light Duty Vehicles","Mexico",2032,"Refining (ktons of black mass)",0.614560104753802
"Light Duty Vehicles","Mexico",2033,"Pre-processing (ktons of battery)",3.40211730746759
"Light Duty Vehicles","Mexico",2033,"Refining (ktons of black mass)",0.962741753843952
"Light Duty Vehicles","Mexico",2034,"Pre-processing (ktons of battery)",5.22414590282359
"Light Duty Vehicles","Mexico",2034,"Refining (ktons of black mass)",1.47834508168822
"Light Duty Vehicles","Mexico",2035,"Pre-processing (ktons of battery)",7.88695795794766
"Light Duty Vehicles","Mexico",2035,"Refining (ktons of black mass)",2.23187593216181
"Light Duty Vehicles","Mexico",2036,"Pre-processing (ktons of battery)",11.6627451446352
"Light Duty Vehicles","Mexico",2036,"Refining (ktons of black mass)",3.30035995247295
"Light Duty Vehicles","Mexico",2037,"Pre-processing (ktons of battery)",16.9612902127034
"Light Duty Vehicles","Mexico",2037,"Refining (ktons of black mass)",4.79975874170821
"Light Duty Vehicles","Mexico",2038,"Pre-processing (ktons of battery)",24.3417312804043
"Light Duty Vehicles","Mexico",2038,"Refining (ktons of black mass)",6.8882989463813
"Light Duty Vehicles","Mexico",2039,"Pre-processing (ktons of battery)",34.4987688730241
"Light Duty Vehicles","Mexico",2039,"Refining (ktons of black mass)",9.76256908524862
