"Scenario","scen_name","Year","Stage","ktons","capacity","net"
"Momentum__reuse0Large","Large LIB",2038,"Refining (ktons of black mass)",1120.57469280369,384.659890081212,-735.914802722473
"Momentum__reuse0Large","Large LIB",2039,"Pre-processing (ktons of battery)",4568.30686293615,918.387361849208,-3649.91950108695
"Momentum__reuse0Large","Large LIB",2039,"Refining (ktons of black mass)",1329.02742565039,384.659890081212,-944.367535569178
"Momentum__reuse0Large","Large LIB",2040,"Pre-processing (ktons of battery)",5563.44087677414,918.387361849208,-4645.05351492494
"Momentum__reuse0Large","Large LIB",2040,"Refining (ktons of black mass)",1616.2519106791,384.659890081212,-1231.59202059789
"Momentum__reuse0Large","Large LIB",2041,"Pre-processing (ktons of battery)",6596.62105424687,918.387361849208,-5678.23369239767
"Momentum__reuse0Large","Large LIB",2041,"Refining (ktons of black mass)",1913.43855546504,384.659890081212,-1528.77866538383
"Momentum__reuse0Large","Large LIB",2042,"Pre-processing (ktons of battery)",7571.47055349517,918.387361849208,-6653.08319164597
"Momentum__reuse0Large","Large LIB",2042,"Refining (ktons of black mass)",2192.07667018204,384.659890081212,-1807.41678010083
"Momentum__reuse0Large","Large LIB",2043,"Pre-processing (ktons of battery)",8666.30099180824,918.387361849208,-7747.91362995903
"Momentum__reuse0Large","Large LIB",2043,"Refining (ktons of black mass)",2505.92869254237,384.659890081212,-2121.26880246115
"Momentum__reuse0Large","Large LIB",2044,"Pre-processing (ktons of battery)",9738.03409678006,918.387361849208,-8819.64673493086
"Momentum__reuse0Large","Large LIB",2044,"Refining (ktons of black mass)",2812.45895644033,384.659890081212,-2427.79906635911
"Momentum__reuse0Large","Large LIB",2045,"Pre-processing (ktons of battery)",10739.2531617979,918.387361849208,-9820.86579994865
"Momentum__reuse0Large","Large LIB",2045,"Refining (ktons of black mass)",3097.83642616979,384.659890081212,-2713.17653608858
"Momentum__reuse0Large","Large LIB",2046,"Pre-processing (ktons of battery)",11705.7936615149,918.387361849208,-10787.4062996657
"Momentum__reuse0Large","Large LIB",2046,"Refining (ktons of black mass)",3373.4994988053,384.659890081212,-2988.83960872409
"Momentum__reuse0Large","Large LIB",2047,"Pre-processing (ktons of battery)",12637.8212804502,918.387361849208,-11719.433918601
"Momentum__reuse0Large","Large LIB",2047,"Refining (ktons of black mass)",3640.03454248137,384.659890081212,-3255.37465240016
"Momentum__reuse0Large","Large LIB",2048,"Pre-processing (ktons of battery)",13523.4134178048,918.387361849208,-12605.0260559556
"Momentum__reuse0Large","Large LIB",2048,"Refining (ktons of black mass)",3894.30099451458,384.659890081212,-3509.64110443337
"Momentum__reuse0Large","Large LIB",2049,"Pre-processing (ktons of battery)",14316.3474469393,918.387361849208,-13397.9600850901
"Momentum__reuse0Large","Large LIB",2049,"Refining (ktons of black mass)",4122.53762619551,384.659890081212,-3737.8777361143
"Momentum__reuse0Large","Large LIB",2050,"Pre-processing (ktons of battery)",14877.0487339684,918.387361849208,-13958.6613721192
"Momentum__reuse0Large","Large LIB",2050,"Refining (ktons of black mass)",4282.76694620214,384.659890081212,-3898.10705612093
"Momentum__reuse0Recycling","Recycling",2025,"Pre-processing (ktons of battery)",114.300334698462,322.423361849208,208.123027150746
"Momentum__reuse0Recycling","Recycling",2025,"Refining (ktons of black mass)",33.0548613001907,0,-33.0548613001907
"Momentum__reuse0Recycling","Recycling",2026,"Pre-processing (ktons of battery)",175.621930410661,495.528361849208,319.906431438547
"Momentum__reuse0Recycling","Recycling",2026,"Refining (ktons of black mass)",51.3135023044192,6.59364669564592,-44.7198556087732
"Momentum__reuse0Recycling","Recycling",2027,"Pre-processing (ktons of battery)",355.876288069536,534.528361849207,178.652073779671
"Momentum__reuse0Recycling","Recycling",2027,"Refining (ktons of black mass)",105.478209618877,96.7806103840414,-8.69759923483564
"Momentum__reuse0Recycling","Recycling",2028,"Pre-processing (ktons of battery)",551.379390516942,786.528361849207,235.148971332265
"Momentum__reuse0Recycling","Recycling",2028,"Refining (ktons of black mass)",166.495700582379,151.582672598708,-14.9130279836718
"Momentum__reuse0Recycling","Recycling",2029,"Pre-processing (ktons of battery)",775.336777451214,837.528361849207,62.1915843979934
"Momentum__reuse0Recycling","Recycling",2029,"Refining (ktons of black mass)",234.189513072394,162.295283655217,-71.8942294171766
"Momentum__reuse0Recycling","Recycling",2030,"Pre-processing (ktons of battery)",899.697627546816,918.387361849208,18.689734302392
"Momentum__reuse0Recycling","Recycling",2030,"Refining (ktons of black mass)",271.053403638803,373.123232020356,102.069828381553
"Momentum__reuse0Recycling","Recycling",2031,"Pre-processing (ktons of battery)",1069.18126958081,918.387361849208,-150.793907731605
"Momentum__reuse0Recycling","Recycling",2031,"Refining (ktons of black mass)",320.282116079518,373.123232020356,52.841115940838
"Momentum__reuse0Recycling","Recycling",2032,"Pre-processing (ktons of battery)",1264.96485503203,918.387361849208,-346.577493182827
"Momentum__reuse0Recycling","Recycling",2032,"Refining (ktons of black mass)",377.089560459736,384.659890081212,7.57032962147667
"Momentum__reuse0Recycling","Recycling",2033,"Pre-processing (ktons of battery)",1504.50474385509,918.387361849208,-586.117382005885
"Momentum__reuse0Recycling","Recycling",2033,"Refining (ktons of black mass)",446.387208340021,384.659890081212,-61.7273182588084
"Momentum__reuse0Recycling","Recycling",2034,"Pre-processing (ktons of battery)",1795.58491709574,918.387361849208,-877.197555246535
"Momentum__reuse0Recycling","Recycling",2034,"Refining (ktons of black mass)",530.386982053349,384.659890081212,-145.727091972136
"Momentum__reuse0Recycling","Recycling",2035,"Pre-processing (ktons of battery)",2145.68825631086,918.387361849208,-1227.30089446165
"Momentum__reuse0Recycling","Recycling",2035,"Refining (ktons of black mass)",631.142635977001,384.659890081212,-246.482745895788
"Momentum__reuse0Recycling","Recycling",2036,"Pre-processing (ktons of battery)",2563.84556698511,918.387361849208,-1645.4582051359
"Momentum__reuse0Recycling","Recycling",2036,"Refining (ktons of black mass)",751.299068567812,384.659890081212,-366.6391784866
"Momentum__reuse0Recycling","Recycling",2037,"Pre-processing (ktons of battery)",3048.98594764152,918.387361849208,-2130.59858579231
"Momentum__reuse0Recycling","Recycling",2037,"Refining (ktons of black mass)",890.204511330064,384.659890081212,-505.544621248852
"Momentum__reuse0Recycling","Recycling",2038,"Pre-processing (ktons of battery)",3603.68329453267,918.387361849208,-2685.29593268346
"Momentum__reuse0Recycling","Recycling",2038,"Refining (ktons of black mass)",1048.50266362813,384.659890081212,-663.842773546915
"Momentum__reuse0Recycling","Recycling",2039,"Pre-processing (ktons of battery)",4231.53643805566,918.387361849208,-3313.14907620646
"Momentum__reuse0Recycling","Recycling",2039,"Refining (ktons of black mass)",1227.3576320517,384.659890081212,-842.697741970484
"Momentum__reuse0Recycling","Recycling",2040,"Pre-processing (ktons of battery)",4927.45188296968,918.387361849208,-4009.06452112047
"Momentum__reuse0Recycling","Recycling",2040,"Refining (ktons of black mass)",1425.3429838541,384.659890081212,-1040.68309377288
"Momentum__reuse0Recycling","Recycling",2041,"Pre-processing (ktons of battery)",5676.9689433532,918.387361849208,-4758.581581504
"Momentum__reuse0Recycling","Recycling",2041,"Refining (ktons of black mass)",1638.32987761699,384.659890081212,-1253.66998753577
"Momentum__reuse0Recycling","Recycling",2042,"Pre-processing (ktons of battery)",6464.15595462369,918.387361849208,-5545.76859277449
"Momentum__reuse0Recycling","Recycling",2042,"Refining (ktons of black mass)",1861.89837292703,384.659890081212,-1477.23848284582
"Momentum__reuse0Recycling","Recycling",2043,"Pre-processing (ktons of battery)",7268.34524168372,918.387361849208,-6349.95787983451
"Momentum__reuse0Recycling","Recycling",2043,"Refining (ktons of black mass)",2090.1596953685,384.659890081212,-1705.49980528729
"Momentum__reuse0Recycling","Recycling",2044,"Pre-processing (ktons of battery)",8065.73213418656,918.387361849208,-7147.34477233735
"Momentum__reuse0Recycling","Recycling",2044,"Refining (ktons of black mass)",2316.31937806269,384.659890081212,-1931.65948798148
"Momentum__reuse0Recycling","Recycling",2045,"Pre-processing (ktons of battery)",8832.27386910329,918.387361849208,-7913.88650725408
"Momentum__reuse0Recycling","Recycling",2045,"Refining (ktons of black mass)",2533.52659972075,384.659890081212,-2148.86670963954
"Momentum__reuse0Recycling","Recycling",2046,"Pre-processing (ktons of battery)",9550.40905423916,918.387361849208,-8632.02169238996
"Momentum__reuse0Recycling","Recycling",2046,"Refining (ktons of black mass)",2736.98397967872,384.659890081212,-2352.32408959751
"Momentum__reuse0Recycling","Recycling",2047,"Pre-processing (ktons of battery)",10212.4564299047,918.387361849208,-9294.06906805553
"Momentum__reuse0Recycling","Recycling",2047,"Refining (ktons of black mass)",2924.83356001101,384.659890081212,-2540.1736699298
"Momentum__reuse0Recycling","Recycling",2048,"Pre-processing (ktons of battery)",10808.4885009797,918.387361849208,-9890.10113913052
"Momentum__reuse0Recycling","Recycling",2048,"Refining (ktons of black mass)",3094.31091689207,384.659890081212,-2709.65102681086
"Momentum__reuse0Recycling","Recycling",2049,"Pre-processing (ktons of battery)",11335.6972428137,918.387361849208,-10417.3098809645
"Momentum__reuse0Recycling","Recycling",2049,"Refining (ktons of black mass)",3244.59207475721,384.659890081212,-2859.93218467599
"Momentum__reuse0Recycling","Recycling",2050,"Pre-processing (ktons of battery)",11797.807602937,918.387361849208,-10879.4202410877
"Momentum__reuse0Recycling","Recycling",2050,"Refining (ktons of black mass)",3376.6851757079,384.659890081212,-2992.02528562669
"Momentum__reuse0Repurposing","Repurposing",2025,"Pre-processing (ktons of battery)",111.414935378299,322.423361849208,211.008426470908
"Momentum__reuse0Repurposing","Repurposing",2025,"Refining (ktons of black mass)",32.2651996997883,0,-32.2651996997883
"Momentum__reuse0Repurposing","Repurposing",2026,"Pre-processing (ktons of battery)",170.234399530177,495.528361849208,325.293962319031
"Momentum__reuse0Repurposing","Repurposing",2026,"Refining (ktons of black mass)",49.8224383047975,6.59364669564592,-43.2287916091515
"Momentum__reuse0Repurposing","Repurposing",2027,"Pre-processing (ktons of battery)",347.630798109246,534.528361849207,186.897563739961
"Momentum__reuse0Repurposing","Repurposing",2027,"Refining (ktons of black mass)",103.191701204538,96.7806103840414,-6.41109082049709
"Momentum__reuse0Repurposing","Repurposing",2028,"Pre-processing (ktons of battery)",539.142513992239,786.528361849207,247.385847856969
"Momentum__reuse0Repurposing","Repurposing",2028,"Refining (ktons of black mass)",163.102981495637,151.582672598708,-11.5203088969293
"Momentum__reuse0Repurposing","Repurposing",2029,"Pre-processing (ktons of battery)",757.146423127941,837.528361849207,80.3819387212662
"Momentum__reuse0Repurposing","Repurposing",2029,"Refining (ktons of black mass)",229.143310464178,162.295283655217,-66.8480268089605
"Momentum__reuse0Repurposing","Repurposing",2030,"Pre-processing (ktons of battery)",874.310627081047,918.387361849208,44.0767347681607
"Momentum__reuse0Repurposing","Repurposing",2030,"Refining (ktons of black mass)",264.009659176695,373.123232020356,109.113572843661
"Momentum__reuse0Repurposing","Repurposing",2031,"Pre-processing (ktons of battery)",1032.99557089552,918.387361849208,-114.608209046311
"Momentum__reuse0Repurposing","Repurposing",2031,"Refining (ktons of black mass)",310.238948971533,373.123232020356,62.8842830488229
"Momentum__reuse0Repurposing","Repurposing",2032,"Pre-processing (ktons of battery)",1213.77735306051,918.387361849208,-295.3899912113
"Momentum__reuse0Repurposing","Repurposing",2032,"Refining (ktons of black mass)",362.885621592847,384.659890081212,21.7742684883651
"Momentum__reuse0Repurposing","Repurposing",2033,"Pre-processing (ktons of battery)",1433.19230104728,918.387361849208,-514.804939198076
"Momentum__reuse0Repurposing","Repurposing",2033,"Refining (ktons of black mass)",426.590634423192,384.659890081212,-41.9307443419798
"Momentum__reuse0Repurposing","Repurposing",2034,"Pre-processing (ktons of battery)",1698.68891848045,918.387361849208,-780.30155663124
"Momentum__reuse0Repurposing","Repurposing",2034,"Refining (ktons of black mass)",503.46717473579,384.659890081212,-118.807284654577
"Momentum__reuse0Repurposing","Repurposing",2035,"Pre-processing (ktons of battery)",2015.90229735358,918.387361849208,-1097.51493550437
"Momentum__reuse0Repurposing","Repurposing",2035,"Refining (ktons of black mass)",595.045653555981,384.659890081212,-210.385763474769
"Momentum__reuse0Repurposing","Repurposing",2036,"Pre-processing (ktons of battery)",2387.67759243573,918.387361849208,-1469.29023058652
"Momentum__reuse0Repurposing","Repurposing",2036,"Refining (ktons of black mass)",702.252617334481,384.659890081212,-317.592727253269
"Momentum__reuse0Repurposing","Repurposing",2037,"Pre-processing (ktons of battery)",2828.34800904406,918.387361849208,-1909.96064719485
"Momentum__reuse0Repurposing","Repurposing",2037,"Refining (ktons of black mass)",828.831272449438,384.659890081212,-444.171382368226
"Momentum__reuse0Repurposing","Repurposing",2038,"Pre-processing (ktons of battery)",3332.13405182688,918.387361849208,-2413.74668997767
"Momentum__reuse0Repurposing","Repurposing",2038,"Refining (ktons of black mass)",973.0133669894,384.659890081212,-588.353476908187
"Momentum__reuse0Repurposing","Repurposing",2039,"Pre-processing (ktons of battery)",4012.7978097175,918.387361849208,-3094.41044786829
"Momentum__reuse0Repurposing","Repurposing",2039,"Refining (ktons of black mass)",1168.98577382969,384.659890081212,-784.32588374848
"Momentum__reuse0Repurposing","Repurposing",2040,"Pre-processing (ktons of battery)",4872.00014069313,918.387361849208,-3953.61277884392
"Momentum__reuse0Repurposing","Repurposing",2040,"Refining (ktons of black mass)",1417.46830771879,384.659890081212,-1032.80841763757
"Momentum__reuse0Repurposing","Repurposing",2041,"Pre-processing (ktons of battery)",5727.42991070936,918.387361849208,-4809.04254886015
"Momentum__reuse0Repurposing","Repurposing",2041,"Refining (ktons of black mass)",1663.73884636423,384.659890081212,-1279.07895628302
"Momentum__reuse0Repurposing","Repurposing",2042,"Pre-processing (ktons of battery)",6509.78264770147,918.387361849208,-5591.39528585226
"Momentum__reuse0Repurposing","Repurposing",2042,"Refining (ktons of black mass)",1887.44189465898,384.659890081212,-1502.78200457777
"Momentum__reuse0Repurposing","Repurposing",2043,"Pre-processing (ktons of battery)",7397.61168493972,918.387361849208,-6479.22432309051
"Momentum__reuse0Repurposing","Repurposing",2043,"Refining (ktons of black mass)",2142.3333224074,384.659890081212,-1757.67343232619
"Momentum__reuse0Repurposing","Repurposing",2044,"Pre-processing (ktons of battery)",8255.01527132596,918.387361849208,-7336.62790947676
"Momentum__reuse0Repurposing","Repurposing",2044,"Refining (ktons of black mass)",2387.96786280517,384.659890081212,-2003.30797272396
"Momentum__reuse0Repurposing","Repurposing",2045,"Pre-processing (ktons of battery)",9040.99426047443,918.387361849208,-8122.60689862522
"Momentum__reuse0Repurposing","Repurposing",2045,"Refining (ktons of black mass)",2612.31723308374,384.659890081212,-2227.65734300253
"Momentum__reuse0Repurposing","Repurposing",2046,"Pre-processing (ktons of battery)",9797.14358837403,918.387361849208,-8878.75622652482
"Momentum__reuse0Repurposing","Repurposing",2046,"Refining (ktons of black mass)",2828.44732160034,384.659890081212,-2443.78743151913
"Momentum__reuse0Repurposing","Repurposing",2047,"Pre-processing (ktons of battery)",10531.3290318468,918.387361849208,-9612.94166999757
"Momentum__reuse0Repurposing","Repurposing",2047,"Refining (ktons of black mass)",3039.09025873026,384.659890081212,-2654.43036864904
"Momentum__reuse0Repurposing","Repurposing",2048,"Pre-processing (ktons of battery)",11236.9300863643,918.387361849208,-10318.5427245151
"Momentum__reuse0Repurposing","Repurposing",2048,"Refining (ktons of black mass)",3242.51668439169,384.659890081212,-2857.85679431048
"Momentum__reuse0Repurposing","Repurposing",2049,"Pre-processing (ktons of battery)",11874.1268192472,918.387361849208,-10955.739457398
"Momentum__reuse0Repurposing","Repurposing",2049,"Refining (ktons of black mass)",3426.77055828315,384.659890081212,-3042.11066820194
"Momentum__reuse0Repurposing","Repurposing",2050,"Pre-processing (ktons of battery)",12305.3894619327,918.387361849208,-11387.0021000835
"Momentum__reuse0Repurposing","Repurposing",2050,"Refining (ktons of black mass)",3550.43280860992,384.659890081212,-3165.7729185287
"Momentum__reuse0Small","Small LIB",2025,"Pre-processing (ktons of battery)",111.667294234029,322.423361849208,210.756067615178
"Momentum__reuse0Small","Small LIB",2025,"Refining (ktons of black mass)",32.3243013495901,0,-32.3243013495901
"Momentum__reuse0Small","Small LIB",2026,"Pre-processing (ktons of battery)",169.561284326612,495.528361849208,325.967077522595
"Momentum__reuse0Small","Small LIB",2026,"Refining (ktons of black mass)",49.6079754804598,6.59364669564592,-43.0143287848139
"Momentum__reuse0Small","Small LIB",2027,"Pre-processing (ktons of battery)",343.416632627112,534.528361849207,191.111729222095
"Momentum__reuse0Small","Small LIB",2027,"Refining (ktons of black mass)",101.948999782288,96.7806103840414,-5.1683893982465
"Momentum__reuse0Small","Small LIB",2028,"Pre-processing (ktons of battery)",533.956521224598,786.528361849207,252.57184062461
"Momentum__reuse0Small","Small LIB",2028,"Refining (ktons of black mass)",161.532457646941,151.582672598708,-9.94978504823342
"Momentum__reuse0Small","Small LIB",2029,"Pre-processing (ktons of battery)",738.765743298468,837.528361849207,98.7626185507399
"Momentum__reuse0Small","Small LIB",2029,"Refining (ktons of black mass)",223.743071850023,162.295283655217,-61.447788194806
"Momentum__reuse0Small","Small LIB",2030,"Pre-processing (ktons of battery)",854.653383139041,918.387361849208,63.7339787101666
"Momentum__reuse0Small","Small LIB",2030,"Refining (ktons of black mass)",258.110907171149,373.123232020356,115.012324849207
"Momentum__reuse0Small","Small LIB",2031,"Pre-processing (ktons of battery)",998.3343256448,918.387361849208,-79.9469637955922
"Momentum__reuse0Small","Small LIB",2031,"Refining (ktons of black mass)",299.857148155057,373.123232020356,73.2660838652984
"Momentum__reuse0Small","Small LIB",2032,"Pre-processing (ktons of battery)",1169.38681848697,918.387361849208,-250.999456637759
"Momentum__reuse0Small","Small LIB",2032,"Refining (ktons of black mass)",349.424959562948,384.659890081212,35.2349305182643
"Momentum__reuse0Small","Small LIB",2033,"Pre-processing (ktons of battery)",1369.98100769552,918.387361849208,-451.593645846309
"Momentum__reuse0Small","Small LIB",2033,"Refining (ktons of black mass)",407.330337620051,384.659890081212,-22.6704475388383
"Momentum__reuse0Small","Small LIB",2034,"Pre-processing (ktons of battery)",1599.4727900023,918.387361849208,-681.085428153091
"Momentum__reuse0Small","Small LIB",2034,"Refining (ktons of black mass)",473.373345438408,384.659890081212,-88.7134553571959
"Momentum__reuse0Small","Small LIB",2035,"Pre-processing (ktons of battery)",1865.65136240369,918.387361849208,-947.264000554478
"Momentum__reuse0Small","Small LIB",2035,"Refining (ktons of black mass)",549.650881320655,384.659890081212,-164.990991239443
"Momentum__reuse0Small","Small LIB",2036,"Pre-processing (ktons of battery)",2172.04462956814,918.387361849208,-1253.65726771894
"Momentum__reuse0Small","Small LIB",2036,"Refining (ktons of black mass)",637.30413104685,384.659890081212,-252.644240965638
"Momentum__reuse0Small","Small LIB",2037,"Pre-processing (ktons of battery)",2520.77128922413,918.387361849208,-1602.38392737492
"Momentum__reuse0Small","Small LIB",2037,"Refining (ktons of black mass)",736.50605710098,384.659890081212,-351.846167019768
"Momentum__reuse0Small","Small LIB",2038,"Pre-processing (ktons of battery)",2909.67624213564,918.387361849208,-1991.28888028643
"Momentum__reuse0Small","Small LIB",2038,"Refining (ktons of black mass)",846.599457873718,384.659890081212,-461.939567792506
"Momentum__reuse0Small","Small LIB",2039,"Pre-processing (ktons of battery)",3344.11439531505,918.387361849208,-2425.72703346584
"Momentum__reuse0Small","Small LIB",2039,"Refining (ktons of black mass)",969.309143764855,384.659890081212,-584.649253683643
"Momentum__reuse0Small","Small LIB",2040,"Pre-processing (ktons of battery)",3861.35234104926,918.387361849208,-2942.96497920005
"Momentum__reuse0Small","Small LIB",2040,"Refining (ktons of black mass)",1116.02446799924,384.659890081212,-731.364577918024
"Momentum__reuse0Small","Small LIB",2041,"Pre-processing (ktons of battery)",4485.49073484626,918.387361849208,-3567.10337299705
"Momentum__reuse0Small","Small LIB",2041,"Refining (ktons of black mass)",1294.1228546185,384.659890081212,-909.462964537288
"Momentum__reuse0Small","Small LIB",2042,"Pre-processing (ktons of battery)",5001.60857269186,918.387361849208,-4083.22121084266
"Momentum__reuse0Small","Small LIB",2042,"Refining (ktons of black mass)",1439.48793209499,384.659890081212,-1054.82804201378
"Momentum__reuse0Small","Small LIB",2043,"Pre-processing (ktons of battery)",5614.33617444357,918.387361849208,-4695.94881259437
"Momentum__reuse0Small","Small LIB",2043,"Refining (ktons of black mass)",1613.7460062049,384.659890081212,-1229.08611612369
"Momentum__reuse0Small","Small LIB",2044,"Pre-processing (ktons of battery)",6183.04466176281,918.387361849208,-5264.6572999136
"Momentum__reuse0Small","Small LIB",2044,"Refining (ktons of black mass)",1774.97612232719,384.659890081212,-1390.31623224598
"Momentum__reuse0Small","Small LIB",2045,"Pre-processing (ktons of battery)",6673.14579992225,918.387361849208,-5754.75843807304
"Momentum__reuse0Small","Small LIB",2045,"Refining (ktons of black mass)",1913.02534305557,384.659890081212,-1528.36545297436
"Momentum__reuse0Small","Small LIB",2046,"Pre-processing (ktons of battery)",7137.17528697608,918.387361849208,-6218.78792512687
"Momentum__reuse0Small","Small LIB",2046,"Refining (ktons of black mass)",2044.07383944157,384.659890081212,-1659.41394936036
"Momentum__reuse0Small","Small LIB",2047,"Pre-processing (ktons of battery)",7592.07155773911,918.387361849208,-6673.6841958899
"Momentum__reuse0Small","Small LIB",2047,"Refining (ktons of black mass)",2173.47670463377,384.659890081212,-1788.81681455256
"Momentum__reuse0Small","Small LIB",2048,"Pre-processing (ktons of battery)",8037.28670412766,918.387361849208,-7118.89934227845
"Momentum__reuse0Small","Small LIB",2048,"Refining (ktons of black mass)",2301.12457096252,384.659890081212,-1916.46468088131
"Momentum__reuse0Small","Small LIB",2049,"Pre-processing (ktons of battery)",8434.53526646381,918.387361849208,-7516.14790461461
"Momentum__reuse0Small","Small LIB",2049,"Refining (ktons of black mass)",2415.42725439219,384.659890081212,-2030.76736431098
"Momentum__reuse0Small","Small LIB",2050,"Pre-processing (ktons of battery)",8641.17423043378,918.387361849208,-7722.78686858457
"Momentum__reuse0Small","Small LIB",2050,"Refining (ktons of black mass)",2473.39399747684,384.659890081212,-2088.73410739563
"Momentum__reuse0_LFP","LFP ",2025,"Pre-processing (ktons of battery)",154.983457050352,322.423361849208,167.439904798855
"Momentum__reuse0_LFP","LFP ",2025,"Refining (ktons of black mass)",46.9419252446228,0,-46.9419252446228
"Momentum__reuse0_LFP","LFP ",2026,"Pre-processing (ktons of battery)",251.932053632478,495.528361849208,243.59630821673
"Momentum__reuse0_LFP","LFP ",2026,"Refining (ktons of black mass)",76.5693591831592,6.59364669564592,-69.9757124875132
"Momentum__reuse0_LFP","LFP ",2027,"Pre-processing (ktons of battery)",411.414108388324,534.528361849207,123.114253460883
"Momentum__reuse0_LFP","LFP ",2027,"Refining (ktons of black mass)",126.126053726794,96.7806103840414,-29.3454433427525
"Momentum__reuse0_LFP","LFP ",2028,"Pre-processing (ktons of battery)",654.619866987452,786.528361849207,131.908494861755
"Momentum__reuse0_LFP","LFP ",2028,"Refining (ktons of black mass)",202.053556311211,151.582672598708,-50.4708837125033
"Momentum__reuse0_LFP","LFP ",2029,"Pre-processing (ktons of battery)",911.013493127133,837.528361849207,-73.4851312779259
"Momentum__reuse0_LFP","LFP ",2029,"Refining (ktons of black mass)",281.163157460398,162.295283655217,-118.867873805181
"Momentum__reuse0_LFP","LFP ",2030,"Pre-processing (ktons of battery)",1106.60594708002,918.387361849208,-188.218585230813
"Momentum__reuse0_LFP","LFP ",2030,"Refining (ktons of black mass)",340.491190178224,373.123232020356,32.6320418421323
"Momentum__reuse0_LFP","LFP ",2031,"Pre-processing (ktons of battery)",1348.75832419795,918.387361849208,-430.370962348743
"Momentum__reuse0_LFP","LFP ",2031,"Refining (ktons of black mass)",413.442139607457,373.123232020356,-40.3189075871015
"Momentum__reuse0_LFP","LFP ",2032,"Pre-processing (ktons of battery)",1623.49405003356,918.387361849208,-705.106688184351
"Momentum__reuse0_LFP","LFP ",2032,"Refining (ktons of black mass)",496.175690851782,384.659890081212,-111.51580077057
"Momentum__reuse0_LFP","LFP ",2033,"Pre-processing (ktons of battery)",1952.84405085349,918.387361849208,-1034.45668900428
"Momentum__reuse0_LFP","LFP ",2033,"Refining (ktons of black mass)",595.270607179676,384.659890081212,-210.610717098463
"Momentum__reuse0_LFP","LFP ",2034,"Pre-processing (ktons of battery)",2315.54765100217,918.387361849208,-1397.16028915296
"Momentum__reuse0_LFP","LFP ",2034,"Refining (ktons of black mass)",704.402758194457,384.659890081212,-319.742868113245
"Momentum__reuse0_LFP","LFP ",2035,"Pre-processing (ktons of battery)",2743.34061550454,918.387361849208,-1824.95325365534
"Momentum__reuse0_LFP","LFP ",2035,"Refining (ktons of black mass)",833.156968503129,384.659890081212,-448.497078421917
"Momentum__reuse0_LFP","LFP ",2036,"Pre-processing (ktons of battery)",3232.99175286699,918.387361849208,-2314.60439101778
"Momentum__reuse0_LFP","LFP ",2036,"Refining (ktons of black mass)",980.587772725117,384.659890081212,-595.927882643905
"Momentum__reuse0_LFP","LFP ",2037,"Pre-processing (ktons of battery)",3795.12575288051,918.387361849208,-2876.7383910313
"Momentum__reuse0_LFP","LFP ",2037,"Refining (ktons of black mass)",1149.74615326233,384.659890081212,-765.086263181119
"Momentum__reuse0_LFP","LFP ",2038,"Pre-processing (ktons of battery)",4436.58329066554,918.387361849208,-3518.19592881633
"Momentum__reuse0_LFP","LFP ",2038,"Refining (ktons of black mass)",1342.62847881721,384.659890081212,-957.968588735998
"Momentum__reuse0_LFP","LFP ",2039,"Pre-processing (ktons of battery)",5175.20857988774,918.387361849208,-4256.82121803853
"Momentum__reuse0_LFP","LFP ",2039,"Refining (ktons of black mass)",1564.6536592993,384.659890081212,-1179.99376921809
"Momentum__reuse0_LFP","LFP ",2040,"Pre-processing (ktons of battery)",6106.23796213719,918.387361849208,-5187.85060028798
"Momentum__reuse0_LFP","LFP ",2040,"Refining (ktons of black mass)",1844.40948316861,384.659890081212,-1459.7495930874
"Momentum__reuse0_LFP","LFP ",2041,"Pre-processing (ktons of battery)",7096.40370093513,918.387361849208,-6178.01633908592
"Momentum__reuse0_LFP","LFP ",2041,"Refining (ktons of black mass)",2141.87359982867,384.659890081212,-1757.21370974745
"Momentum__reuse0_LFP","LFP ",2042,"Pre-processing (ktons of battery)",8012.71524604109,918.387361849208,-7094.32788419188
"Momentum__reuse0_LFP","LFP ",2042,"Refining (ktons of black mass)",2417.1928046075,384.659890081212,-2032.53291452629
"Momentum__reuse0_LFP","LFP ",2043,"Pre-processing (ktons of battery)",9040.37625204229,918.387361849208,-8121.98889019308
"Momentum__reuse0_LFP","LFP ",2043,"Refining (ktons of black mass)",2725.9043385336,384.659890081212,-2341.24444845239
"Momentum__reuse0_LFP","LFP ",2044,"Pre-processing (ktons of battery)",10034.2425863925,918.387361849208,-9115.85522454332
"Momentum__reuse0_LFP","LFP ",2044,"Refining (ktons of black mass)",3024.37729933714,384.659890081212,-2639.71740925592
"Momentum__reuse0_LFP","LFP ",2045,"Pre-processing (ktons of battery)",10948.5262842449,918.387361849208,-10030.1389223957
"Momentum__reuse0_LFP","LFP ",2045,"Refining (ktons of black mass)",3298.79495848221,384.659890081212,-2914.13506840099
"Momentum__reuse0_LFP","LFP ",2046,"Pre-processing (ktons of battery)",11821.5949150061,918.387361849208,-10903.2075531569
"Momentum__reuse0_LFP","LFP ",2046,"Refining (ktons of black mass)",3560.72597725924,384.659890081212,-3176.06608717803
"Momentum__reuse0_LFP","LFP ",2047,"Pre-processing (ktons of battery)",12658.1473885286,918.387361849208,-11739.7600266794
"Momentum__reuse0_LFP","LFP ",2047,"Refining (ktons of black mass)",3811.68083769165,384.659890081212,-3427.02094761044
