"Stage","Scenario","Sales","Size","Lifetime","eol","Reuse","Scrap","Year","ktons","type","cap","deficit","deficit_trans","lab_def"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","16%",2035,2148.12227166905,"Capacity",918.387361849208,1229.73490981984,35.0675763322737,"1.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","20%",2035,2355.6357913127,"Capacity",918.387361849208,1437.2484294635,37.9110594611057,"1.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","4%",2035,1525.58171273809,"Capacity",918.387361849208,607.194350888883,24.6413139034607,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Large","Ambitious","Large LIB","Long lifetime","Reference","0%","8%",2035,1733.09523238174,"Capacity",918.387361849208,814.707870532537,28.5430879642084,"0.8M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","0%",2035,1426.1793305778,"Capacity",918.387361849208,507.791968728592,22.5342399190342,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","12%",2035,2049.63314869958,"Capacity",918.387361849208,1131.24578685037,33.6339974854369,"1.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","16%",2035,2257.45108807351,"Capacity",918.387361849208,1339.0637262243,36.593219675567,"1.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","20%",2035,2465.26902744744,"Capacity",918.387361849208,1546.88166559823,39.3304165449367,"1.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","4%",2035,1633.99726995173,"Capacity",918.387361849208,715.60990810252,26.7508861180806,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRecycling","Ambitious","Large LIB","Long lifetime","Recycling","0%","8%",2035,1841.81520932565,"Capacity",918.387361849208,923.427847476447,30.3879556317375,"0.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","0%",2035,1253.20151060442,"Capacity",918.387361849208,334.814148755214,18.2979274442548,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","12%",2035,1875.18774442545,"Capacity",918.387361849208,956.800382576241,30.9321900708023,"1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","16%",2035,2082.51648903246,"Capacity",918.387361849208,1164.12912718325,34.1193365583689,"1.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","20%",2035,2289.84523363947,"Capacity",918.387361849208,1371.45787179026,37.0331995888859,"1.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","4%",2035,1460.53025521143,"Capacity",918.387361849208,542.142893362223,23.2839621491322,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0LargeRepurposing","Ambitious","Large LIB","Long lifetime","Repurposing","0%","8%",2035,1667.85899981844,"Capacity",918.387361849208,749.471637969232,27.3764796489474,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","0%",2035,1354.58015460182,"Capacity",918.387361849208,436.192792752616,20.8852290567429,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","12%",2035,1981.06869414497,"Capacity",918.387361849208,1062.68133229577,32.5987934177903,"1.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","16%",2035,2189.89820732602,"Capacity",918.387361849208,1271.51084547682,35.6582507349535,"1.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","20%",2035,2398.72772050707,"Capacity",918.387361849208,1480.34035865786,38.4751914700611,"1.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","4%",2035,1563.40966778287,"Capacity",918.387361849208,645.022305933666,25.3972893422441,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Recycling","Ambitious","Reference","Long lifetime","Recycling","0%","8%",2035,1772.23918096392,"Capacity",918.387361849208,853.851819114716,29.2207429596634,"0.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","0%",2035,1195.0832186786,"Capacity",918.387361849208,276.695856829388,16.6341773715861,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","12%",2035,1819.96965017016,"Capacity",918.387361849208,901.582288320952,30.0263598912847,"0.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","16%",2035,2028.26512733401,"Capacity",918.387361849208,1109.87776548481,33.3148280122351,"1.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","20%",2035,2236.56060449787,"Capacity",918.387361849208,1318.17324264866,36.3066556246739,"1.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","4%",2035,1403.37869584245,"Capacity",918.387361849208,484.991333993243,22.0225187931182,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Repurposing","Ambitious","Reference","Long lifetime","Repurposing","0%","8%",2035,1611.6741730063,"Capacity",918.387361849208,693.286811157097,26.3303401261187,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","0%",2035,1175.69520009092,"Capacity",918.387361849208,257.307838241712,16.0408178794509,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","12%",2035,2204.62652519296,"Capacity",918.387361849208,1286.23916334376,35.8641766020601,"1.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","16%",2035,2547.60363356031,"Capacity",918.387361849208,1629.2162717111,40.3635512772489,"1.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","20%",2035,2890.58074192766,"Capacity",918.387361849208,1972.19338007845,44.4093839191499,"2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","4%",2035,1518.67230845827,"Capacity",918.387361849208,600.28494660906,24.500713185723,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","100% LIB prod.","0%","8%",2035,1861.64941682562,"Capacity",918.387361849208,943.262054976409,30.7125716112541,"0.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","0%",2035,1175.69520009092,"Capacity",918.387361849208,257.307838241712,16.0408178794509,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","12%",2035,1804.03807944717,"Capacity",918.387361849208,885.650717597964,29.7598843680207,"0.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","16%",2035,2013.48570589926,"Capacity",918.387361849208,1095.09834405005,33.0922701555824,"1.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","20%",2035,2222.93333235134,"Capacity",918.387361849208,1304.54597050213,36.1184990067712,"1.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","4%",2035,1385.142826543,"Capacity",918.387361849208,466.755464693796,21.6045241718904,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0Small","Ambitious","Small LIB","Long lifetime","Reference","0%","8%",2035,1594.59045299509,"Capacity",918.387361849208,676.203091145881,26.0039053056629,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","0%",2035,1266.55470803549,"Capacity",918.387361849208,348.167346186278,18.659242915678,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","12%",2035,1896.40053442004,"Capacity",918.387361849208,978.013172570834,31.2732021476988,"1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","16%",2035,2106.34914321489,"Capacity",918.387361849208,1187.96178136569,34.4668214572462,"1.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","20%",2035,2316.29775200975,"Capacity",918.387361849208,1397.91039016054,37.3886398543801,"1.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","4%",2035,1476.50331683034,"Capacity",918.387361849208,558.11595498113,23.6244778774289,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRecycling","Ambitious","Small LIB","Long lifetime","Recycling","0%","8%",2035,1686.45192562519,"Capacity",918.387361849208,768.064563775982,27.7139777689162,"0.8M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","0%",2035,1121.17949532418,"Capacity",918.387361849208,202.792133474974,14.2405102954555,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","12%",2035,1748.61103422975,"Capacity",918.387361849208,830.223672380544,28.813602211118,"0.8M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","16%",2035,1957.75488053161,"Capacity",918.387361849208,1039.3675186824,32.2392232952719,"1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","20%",2035,2166.89872683346,"Capacity",918.387361849208,1248.51136498426,35.3342803094142,"1.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","4%",2035,1330.32334162604,"Capacity",918.387361849208,411.935979776831,20.2962060439096,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse0SmallRepurposing","Ambitious","Small LIB","Long lifetime","Repurposing","0%","8%",2035,1539.46718792789,"Capacity",918.387361849208,621.079826078687,24.9214731923835,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","0%",2035,1233.9612767309,"Capacity",918.387361849208,315.573914881692,17.7644002117069,"0.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","12%",2035,1859.74568236472,"Capacity",918.387361849208,941.358320515509,30.6815632019542,"0.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","16%",2035,2068.34048424266,"Capacity",918.387361849208,1149.95312239345,33.9109587359816,"1.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","20%",2035,2276.93528612059,"Capacity",918.387361849208,1358.54792427139,36.8584851054867,"1.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","4%",2035,1442.55607860884,"Capacity",918.387361849208,524.168716759631,22.89473120086,"0.5M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50","Ambitious","Reference","Long lifetime","50% Reuse","50%","8%",2035,1651.15088048678,"Capacity",918.387361849208,732.76351863757,27.0696050698485,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","0%",2035,1293.97524643435,"Capacity",918.387361849208,375.587884585146,19.380089901369,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","12%",2035,1916.78131904439,"Capacity",918.387361849208,998.393957195185,31.5973726312044,"1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","16%",2035,2124.38334324774,"Capacity",918.387361849208,1205.99598139853,34.7274528492737,"1.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","20%",2035,2331.98536745109,"Capacity",918.387361849208,1413.59800560188,37.5978457574617,"1.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","4%",2035,1501.5772706377,"Capacity",918.387361849208,583.189908788493,24.1493252242892,"0.6M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Large","Ambitious","Large LIB","Long lifetime","50% Reuse","50%","8%",2035,1709.17929484105,"Capacity",918.387361849208,790.791932991839,28.1210229720015,"0.8M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","0%",2035,1158.15283777206,"Capacity",918.387361849208,239.765475922853,15.4843623027509,"0.2M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","12%",2035,1786.73071426111,"Capacity",918.387361849208,868.3433524119,29.467666219297,"0.9M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","16%",2035,1996.25667309079,"Capacity",918.387361849208,1077.86931124158,32.8309200486612,"1.1M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","20%",2035,2205.78263192047,"Capacity",918.387361849208,1287.39527007126,35.8802908303607,"1.3M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","4%",2035,1367.67879660174,"Capacity",918.387361849208,449.291434752535,21.1964958130474,"0.4M"
"Pre-processing (ktons of battery)","Ambitious_Long_reuse50Small","Ambitious","Small LIB","Long lifetime","50% Reuse","50%","8%",2035,1577.20475543143,"Capacity",918.387361849208,658.817393582218,25.667438391515,"0.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","0%",2035,4366.15989903703,"Capacity",918.387361849208,3447.77253718782,58.7177361381365,"3.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","12%",2035,6045.57921605838,"Capacity",918.387361849208,5127.19185420917,71.6044122537792,"5.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","16%",2035,6605.38565506549,"Capacity",918.387361849208,5686.99829321628,75.4121892880474,"5.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","20%",2035,7165.19209407261,"Capacity",918.387361849208,6246.8047322234,79.036730272851,"6.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","4%",2035,4925.96633804415,"Capacity",918.387361849208,4007.57897619494,63.3054419161176,"4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","100% LIB prod.","0%","8%",2035,5485.77277705126,"Capacity",918.387361849208,4567.38541520205,67.5824342207504,"4.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","0%",2035,4366.15989903703,"Capacity",918.387361849208,3447.77253718782,58.7177361381365,"3.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","12%",2035,4988.4500703734,"Capacity",918.387361849208,4070.06270852419,63.7970431017315,"4.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","16%",2035,5195.88012748552,"Capacity",918.387361849208,4277.49276563631,65.4025440303075,"4.3M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","20%",2035,5403.31018459764,"Capacity",918.387361849208,4484.92282274843,66.969566392119,"4.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","4%",2035,4573.58995614915,"Capacity",918.387361849208,3655.20259429994,60.4582715126718,"3.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0","Ambitious","Reference","Short lifetime","Reference","0%","8%",2035,4781.02001326127,"Capacity",918.387361849208,3862.63265141207,62.1500816685873,"3.9M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","0%",2035,4912.8256170838,"Capacity",918.387361849208,3994.43825523459,63.2015684554948,"4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","12%",2035,6916.5363132788,"Capacity",918.387361849208,5998.14895142959,77.4477175353128,"6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","16%",2035,7584.43987867713,"Capacity",918.387361849208,6666.05251682793,81.6458971218268,"6.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","20%",2035,8252.34344407547,"Capacity",918.387361849208,7333.95608222626,85.6385198507439,"7.3M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","4%",2035,5580.72918248214,"Capacity",918.387361849208,4662.34182063293,68.2813431372943,"4.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","100% LIB prod.","0%","8%",2035,6248.63274788047,"Capacity",918.387361849208,5330.24538603126,73.0085295430011,"5.3M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","0%",2035,4912.8256170838,"Capacity",918.387361849208,3994.43825523459,63.2015684554948,"4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","12%",2035,5533.25859427121,"Capacity",918.387361849208,4614.871232422,67.9328435473005,"4.6M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","16%",2035,5740.06958666701,"Capacity",918.387361849208,4821.6822248178,69.4383339720777,"4.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","20%",2035,5946.88057906281,"Capacity",918.387361849208,5028.49321721361,70.9118693676426,"5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","4%",2035,5119.6366094796,"Capacity",918.387361849208,4201.2492476304,64.8170444222073,"4.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0Large","Ambitious","Large LIB","Short lifetime","Reference","0%","8%",2035,5326.44760187541,"Capacity",918.387361849208,4408.0602400262,66.3932243532892,"4.4M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","0%",2035,5047.24955101647,"Capacity",918.387361849208,4128.86218916727,64.2562229606383,"4.1M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","12%",2035,5668.66312174117,"Capacity",918.387361849208,4750.27575989196,68.9222443039398,"4.8M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","16%",2035,5875.8009786494,"Capacity",918.387361849208,4957.41361680019,70.4089029654644,"5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","20%",2035,6082.93883555763,"Capacity",918.387361849208,5164.55147370842,71.8648138779223,"5.2M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","4%",2035,5254.3874079247,"Capacity",918.387361849208,4336.0000460755,65.8483108824782,"4.3M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRecycling","Ambitious","Large LIB","Short lifetime","Recycling","0%","8%",2035,5461.52526483294,"Capacity",918.387361849208,4543.13790298373,67.4028033762968,"4.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","0%",2035,4838.50483056422,"Capacity",918.387361849208,3920.11746871501,62.6108414630806,"3.9M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","12%",2035,5458.38139455591,"Capacity",918.387361849208,4539.99403270671,67.3794778304693,"4.5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","16%",2035,5665.00691588648,"Capacity",918.387361849208,4746.61955403727,68.8957150629651,"4.7M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","20%",2035,5871.63243721704,"Capacity",918.387361849208,4953.24507536783,70.3792943653731,"5M"
"Pre-processing (ktons of battery)","Ambitious_Short_reuse0LargeRepurposing","Ambitious","Large LIB","Short lifetime","Repurposing","0%","4%",2035,5045.13035189479,"Capacity",918.387361849208,4126.74299004558,64.2397306193416,"4.1M"
