"Vehicle","Year","Country","chemistry","kwh_veh"
"Vans",2035,"USA","NMC 532",0.27920506967799
"Vans",2035,"USA","LFP",41.0651650681279
"Vans",2035,"USA","NMC 811",17.7965709124349
"Vans",2035,"USA","NMC 622",35.9273175541167
"Cars",2036,"Canada","NMC 532",0.249725723921526
"Cars",2036,"Canada","LFP",4.94564486526333
"Cars",2036,"Canada","NMC 721",1.86162797718553
"Cars",2036,"Canada","NMC 811",16.5060448899908
"Cars",2036,"Canada","NCA",21.2466862082946
"Cars",2036,"Canada","NMC 622",34.077534885549
"Cars",2036,"Mexico","NMC 532",1.2111428751598
"Cars",2036,"Mexico","LFP",24.4974552660907
"Cars",2036,"Mexico","NMC 811",8.92552282526166
"Cars",2036,"Mexico","NCA",11.594677523333
"Cars",2036,"Mexico","NMC 622",19.3039960503848
"Cars",2036,"USA","NMC 532",0.168542361143975
"Cars",2036,"USA","LFP",8.4315204196594
"Cars",2036,"USA","NMC 721",0.826863786502692
"Cars",2036,"USA","NMC 811",11.436967084749
"Cars",2036,"USA","NCA",38.0344963590841
"Cars",2036,"USA","NMC 622",23.9300466919185
"Vans",2036,"Canada","NMC 532",0.362405085965303
"Vans",2036,"Canada","LFP",33.4059624256837
"Vans",2036,"Canada","NMC 811",23.099751801953
"Vans",2036,"Canada","NMC 622",46.6332599967428
"Vans",2036,"Mexico","NMC 532",0.171743319212566
"Vans",2036,"Mexico","LFP",38.6020292911187
"Vans",2036,"Mexico","NMC 811",10.9469436304591
"Vans",2036,"Mexico","NMC 622",22.0994438756579
"Vans",2036,"USA","NMC 532",0.27920506967799
"Vans",2036,"USA","LFP",41.0651650681279
"Vans",2036,"USA","NMC 811",17.7965709124349
"Vans",2036,"USA","NMC 622",35.9273175541167
"Cars",2037,"Canada","NMC 532",0.249725723921526
"Cars",2037,"Canada","LFP",4.94564486526333
"Cars",2037,"Canada","NMC 721",1.86162797718553
"Cars",2037,"Canada","NMC 811",16.5060448899908
"Cars",2037,"Canada","NCA",21.2466862082946
"Cars",2037,"Canada","NMC 622",34.077534885549
"Cars",2037,"Mexico","NMC 532",1.2111428751598
"Cars",2037,"Mexico","LFP",24.4974552660907
"Cars",2037,"Mexico","NMC 811",8.92552282526166
"Cars",2037,"Mexico","NCA",11.594677523333
"Cars",2037,"Mexico","NMC 622",19.3039960503848
"Cars",2037,"USA","NMC 532",0.168542361143975
"Cars",2037,"USA","LFP",8.4315204196594
"Cars",2037,"USA","NMC 721",0.826863786502692
"Cars",2037,"USA","NMC 811",11.436967084749
"Cars",2037,"USA","NCA",38.0344963590841
"Cars",2037,"USA","NMC 622",23.9300466919185
"Vans",2037,"Canada","NMC 532",0.362405085965303
"Vans",2037,"Canada","LFP",33.4059624256837
"Vans",2037,"Canada","NMC 811",23.099751801953
"Vans",2037,"Canada","NMC 622",46.6332599967428
"Vans",2037,"Mexico","NMC 532",0.171743319212566
"Vans",2037,"Mexico","LFP",38.6020292911187
"Vans",2037,"Mexico","NMC 811",10.9469436304591
"Vans",2037,"Mexico","NMC 622",22.0994438756579
"Vans",2037,"USA","NMC 532",0.27920506967799
"Vans",2037,"USA","LFP",41.0651650681279
"Vans",2037,"USA","NMC 811",17.7965709124349
"Vans",2037,"USA","NMC 622",35.9273175541167
"Cars",2038,"Canada","NMC 532",0.249725723921526
"Cars",2038,"Canada","LFP",4.94564486526333
"Cars",2038,"Canada","NMC 721",1.86162797718553
"Cars",2038,"Canada","NMC 811",16.5060448899908
"Cars",2038,"Canada","NCA",21.2466862082946
"Cars",2038,"Canada","NMC 622",34.077534885549
"Cars",2038,"Mexico","NMC 532",1.2111428751598
"Cars",2038,"Mexico","LFP",24.4974552660907
"Cars",2038,"Mexico","NMC 811",8.92552282526166
"Cars",2038,"Mexico","NCA",11.594677523333
"Cars",2038,"Mexico","NMC 622",19.3039960503848
"Cars",2038,"USA","NMC 532",0.168542361143975
"Cars",2038,"USA","LFP",8.4315204196594
"Cars",2038,"USA","NMC 721",0.826863786502692
"Cars",2038,"USA","NMC 811",11.436967084749
"Cars",2038,"USA","NCA",38.0344963590841
"Cars",2038,"USA","NMC 622",23.9300466919185
"Vans",2038,"Canada","NMC 532",0.362405085965303
"Vans",2038,"Canada","LFP",33.4059624256837
"Vans",2038,"Canada","NMC 811",23.099751801953
"Vans",2038,"Canada","NMC 622",46.6332599967428
"Vans",2038,"Mexico","NMC 532",0.171743319212566
"Vans",2038,"Mexico","LFP",38.6020292911187
"Vans",2038,"Mexico","NMC 811",10.9469436304591
"Vans",2038,"Mexico","NMC 622",22.0994438756579
"Vans",2038,"USA","NMC 532",0.27920506967799
"Vans",2038,"USA","LFP",41.0651650681279
"Vans",2038,"USA","NMC 811",17.7965709124349
"Vans",2038,"USA","NMC 622",35.9273175541167
"Cars",2039,"Canada","NMC 532",0.249725723921526
"Cars",2039,"Canada","LFP",4.94564486526333
"Cars",2039,"Canada","NMC 721",1.86162797718553
"Cars",2039,"Canada","NMC 811",16.5060448899908
"Cars",2039,"Canada","NCA",21.2466862082946
"Cars",2039,"Canada","NMC 622",34.077534885549
"Cars",2039,"Mexico","NMC 532",1.2111428751598
"Cars",2039,"Mexico","LFP",24.4974552660907
"Cars",2039,"Mexico","NMC 811",8.92552282526166
"Cars",2039,"Mexico","NCA",11.594677523333
"Cars",2039,"Mexico","NMC 622",19.3039960503848
"Cars",2039,"USA","NMC 532",0.168542361143975
"Cars",2039,"USA","LFP",8.4315204196594
"Cars",2039,"USA","NMC 721",0.826863786502692
"Cars",2039,"USA","NMC 811",11.436967084749
"Cars",2039,"USA","NCA",38.0344963590841
"Cars",2039,"USA","NMC 622",23.9300466919185
"Vans",2039,"Canada","NMC 532",0.362405085965303
"Vans",2039,"Canada","LFP",33.4059624256837
"Vans",2039,"Canada","NMC 811",23.099751801953
"Vans",2039,"Canada","NMC 622",46.6332599967428
"Vans",2039,"Mexico","NMC 532",0.171743319212566
"Vans",2039,"Mexico","LFP",38.6020292911187
"Vans",2039,"Mexico","NMC 811",10.9469436304591
"Vans",2039,"Mexico","NMC 622",22.0994438756579
"Vans",2039,"USA","NMC 532",0.27920506967799
"Vans",2039,"USA","LFP",41.0651650681279
"Vans",2039,"USA","NMC 811",17.7965709124349
"Vans",2039,"USA","NMC 622",35.9273175541167
"Cars",2040,"Canada","NMC 532",0.249725723921526
"Cars",2040,"Canada","LFP",4.94564486526333
"Cars",2040,"Canada","NMC 721",1.86162797718553
"Cars",2040,"Canada","NMC 811",16.5060448899908
"Cars",2040,"Canada","NCA",21.2466862082946
"Cars",2040,"Canada","NMC 622",34.077534885549
"Cars",2040,"Mexico","NMC 532",1.2111428751598
"Cars",2040,"Mexico","LFP",24.4974552660907
"Cars",2040,"Mexico","NMC 811",8.92552282526166
"Cars",2040,"Mexico","NCA",11.594677523333
"Cars",2040,"Mexico","NMC 622",19.3039960503848
"Cars",2040,"USA","NMC 532",0.168542361143975
"Cars",2040,"USA","LFP",8.4315204196594
"Cars",2040,"USA","NMC 721",0.826863786502692
"Cars",2040,"USA","NMC 811",11.436967084749
"Cars",2040,"USA","NCA",38.0344963590841
"Cars",2040,"USA","NMC 622",23.9300466919185
"Vans",2040,"Canada","NMC 532",0.362405085965303
"Vans",2040,"Canada","LFP",33.4059624256837
"Vans",2040,"Canada","NMC 811",23.099751801953
"Vans",2040,"Canada","NMC 622",46.6332599967428
"Vans",2040,"Mexico","NMC 532",0.171743319212566
"Vans",2040,"Mexico","LFP",38.6020292911187
"Vans",2040,"Mexico","NMC 811",10.9469436304591
"Vans",2040,"Mexico","NMC 622",22.0994438756579
"Vans",2040,"USA","NMC 532",0.27920506967799
"Vans",2040,"USA","LFP",41.0651650681279
"Vans",2040,"USA","NMC 811",17.7965709124349
"Vans",2040,"USA","NMC 622",35.9273175541167
"Cars",2041,"Canada","NMC 532",0.249725723921526
"Cars",2041,"Canada","LFP",4.94564486526333
"Cars",2041,"Canada","NMC 721",1.86162797718553
"Cars",2041,"Canada","NMC 811",16.5060448899908
"Cars",2041,"Canada","NCA",21.2466862082946
"Cars",2041,"Canada","NMC 622",34.077534885549
"Cars",2041,"Mexico","NMC 532",1.2111428751598
"Cars",2041,"Mexico","LFP",24.4974552660907
"Cars",2041,"Mexico","NMC 811",8.92552282526166
"Cars",2041,"Mexico","NCA",11.594677523333
"Cars",2041,"Mexico","NMC 622",19.3039960503848
"Cars",2041,"USA","NMC 532",0.168542361143975
"Cars",2041,"USA","LFP",8.4315204196594
"Cars",2041,"USA","NMC 721",0.826863786502692
"Cars",2041,"USA","NMC 811",11.436967084749
"Cars",2041,"USA","NCA",38.0344963590841
"Cars",2041,"USA","NMC 622",23.9300466919185
"Vans",2041,"Canada","NMC 532",0.362405085965303
"Vans",2041,"Canada","LFP",33.4059624256837
"Vans",2041,"Canada","NMC 811",23.099751801953
"Vans",2041,"Canada","NMC 622",46.6332599967428
"Vans",2041,"Mexico","NMC 532",0.171743319212566
"Vans",2041,"Mexico","LFP",38.6020292911187
"Vans",2041,"Mexico","NMC 811",10.9469436304591
"Vans",2041,"Mexico","NMC 622",22.0994438756579
"Vans",2041,"USA","NMC 532",0.27920506967799
"Vans",2041,"USA","LFP",41.0651650681279
"Vans",2041,"USA","NMC 811",17.7965709124349
"Vans",2041,"USA","NMC 622",35.9273175541167
"Cars",2042,"Canada","NMC 532",0.249725723921526
"Cars",2042,"Canada","LFP",4.94564486526333
"Cars",2042,"Canada","NMC 721",1.86162797718553
"Cars",2042,"Canada","NMC 811",16.5060448899908
"Cars",2042,"Canada","NCA",21.2466862082946
"Cars",2042,"Canada","NMC 622",34.077534885549
"Cars",2042,"Mexico","NMC 532",1.2111428751598
"Cars",2042,"Mexico","LFP",24.4974552660907
"Cars",2042,"Mexico","NMC 811",8.92552282526166
"Cars",2042,"Mexico","NCA",11.594677523333
"Cars",2042,"Mexico","NMC 622",19.3039960503848
"Cars",2042,"USA","NMC 532",0.168542361143975
"Cars",2042,"USA","LFP",8.4315204196594
"Cars",2042,"USA","NMC 721",0.826863786502692
"Cars",2042,"USA","NMC 811",11.436967084749
"Cars",2042,"USA","NCA",38.0344963590841
"Cars",2042,"USA","NMC 622",23.9300466919185
"Vans",2042,"Canada","NMC 532",0.362405085965303
"Vans",2042,"Canada","LFP",33.4059624256837
"Vans",2042,"Canada","NMC 811",23.099751801953
"Vans",2042,"Canada","NMC 622",46.6332599967428
"Vans",2042,"Mexico","NMC 532",0.171743319212566
"Vans",2042,"Mexico","LFP",38.6020292911187
"Vans",2042,"Mexico","NMC 811",10.9469436304591
"Vans",2042,"Mexico","NMC 622",22.0994438756579
"Vans",2042,"USA","NMC 532",0.27920506967799
"Vans",2042,"USA","LFP",41.0651650681279
"Vans",2042,"USA","NMC 811",17.7965709124349
"Vans",2042,"USA","NMC 622",35.9273175541167
"Cars",2043,"Canada","NMC 532",0.249725723921526
"Cars",2043,"Canada","LFP",4.94564486526333
"Cars",2043,"Canada","NMC 721",1.86162797718553
"Cars",2043,"Canada","NMC 811",16.5060448899908
"Cars",2043,"Canada","NCA",21.2466862082946
"Cars",2043,"Canada","NMC 622",34.077534885549
"Cars",2043,"Mexico","NMC 532",1.2111428751598
"Cars",2043,"Mexico","LFP",24.4974552660907
"Cars",2043,"Mexico","NMC 811",8.92552282526166
"Cars",2043,"Mexico","NCA",11.594677523333
"Cars",2043,"Mexico","NMC 622",19.3039960503848
"Cars",2043,"USA","NMC 532",0.168542361143975
"Cars",2043,"USA","LFP",8.4315204196594
"Cars",2043,"USA","NMC 721",0.826863786502692
"Cars",2043,"USA","NMC 811",11.436967084749
"Cars",2043,"USA","NCA",38.0344963590841
"Cars",2043,"USA","NMC 622",23.9300466919185
"Vans",2043,"Canada","NMC 532",0.362405085965303
"Vans",2043,"Canada","LFP",33.4059624256837
"Vans",2043,"Canada","NMC 811",23.099751801953
"Vans",2043,"Canada","NMC 622",46.6332599967428
"Vans",2043,"Mexico","NMC 532",0.171743319212566
"Vans",2043,"Mexico","LFP",38.6020292911187
"Vans",2043,"Mexico","NMC 811",10.9469436304591
"Vans",2043,"Mexico","NMC 622",22.0994438756579
"Vans",2043,"USA","NMC 532",0.27920506967799
"Vans",2043,"USA","LFP",41.0651650681279
"Vans",2043,"USA","NMC 811",17.7965709124349
"Vans",2043,"USA","NMC 622",35.9273175541167
"Cars",2044,"Canada","NMC 532",0.249725723921526
"Cars",2044,"Canada","LFP",4.94564486526333
"Cars",2044,"Canada","NMC 721",1.86162797718553
"Cars",2044,"Canada","NMC 811",16.5060448899908
"Cars",2044,"Canada","NCA",21.2466862082946
"Cars",2044,"Canada","NMC 622",34.077534885549
"Cars",2044,"Mexico","NMC 532",1.2111428751598
"Cars",2044,"Mexico","LFP",24.4974552660907
"Cars",2044,"Mexico","NMC 811",8.92552282526166
"Cars",2044,"Mexico","NCA",11.594677523333
"Cars",2044,"Mexico","NMC 622",19.3039960503848
"Cars",2044,"USA","NMC 532",0.168542361143975
"Cars",2044,"USA","LFP",8.4315204196594
"Cars",2044,"USA","NMC 721",0.826863786502692
"Cars",2044,"USA","NMC 811",11.436967084749
"Cars",2044,"USA","NCA",38.0344963590841
"Cars",2044,"USA","NMC 622",23.9300466919185
"Vans",2044,"Canada","NMC 532",0.362405085965303
"Vans",2044,"Canada","LFP",33.4059624256837
"Vans",2044,"Canada","NMC 811",23.099751801953
"Vans",2044,"Canada","NMC 622",46.6332599967428
"Vans",2044,"Mexico","NMC 532",0.171743319212566
"Vans",2044,"Mexico","LFP",38.6020292911187
"Vans",2044,"Mexico","NMC 811",10.9469436304591
"Vans",2044,"Mexico","NMC 622",22.0994438756579
"Vans",2044,"USA","NMC 532",0.27920506967799
"Vans",2044,"USA","LFP",41.0651650681279
"Vans",2044,"USA","NMC 811",17.7965709124349
"Vans",2044,"USA","NMC 622",35.9273175541167
"Cars",2045,"Canada","NMC 532",0.249725723921526
"Cars",2045,"Canada","LFP",4.94564486526333
"Cars",2045,"Canada","NMC 721",1.86162797718553
"Cars",2045,"Canada","NMC 811",16.5060448899908
"Cars",2045,"Canada","NCA",21.2466862082946
"Cars",2045,"Canada","NMC 622",34.077534885549
"Cars",2045,"Mexico","NMC 532",1.2111428751598
"Cars",2045,"Mexico","LFP",24.4974552660907
"Cars",2045,"Mexico","NMC 811",8.92552282526166
"Cars",2045,"Mexico","NCA",11.594677523333
"Cars",2045,"Mexico","NMC 622",19.3039960503848
"Cars",2045,"USA","NMC 532",0.168542361143975
"Cars",2045,"USA","LFP",8.4315204196594
"Cars",2045,"USA","NMC 721",0.826863786502692
"Cars",2045,"USA","NMC 811",11.436967084749
"Cars",2045,"USA","NCA",38.0344963590841
"Cars",2045,"USA","NMC 622",23.9300466919185
"Vans",2045,"Canada","NMC 532",0.362405085965303
"Vans",2045,"Canada","LFP",33.4059624256837
"Vans",2045,"Canada","NMC 811",23.099751801953
"Vans",2045,"Canada","NMC 622",46.6332599967428
"Vans",2045,"Mexico","NMC 532",0.171743319212566
"Vans",2045,"Mexico","LFP",38.6020292911187
"Vans",2045,"Mexico","NMC 811",10.9469436304591
"Vans",2045,"Mexico","NMC 622",22.0994438756579
"Vans",2045,"USA","NMC 532",0.27920506967799
"Vans",2045,"USA","LFP",41.0651650681279
"Vans",2045,"USA","NMC 811",17.7965709124349
"Vans",2045,"USA","NMC 622",35.9273175541167
"Cars",2046,"Canada","NMC 532",0.249725723921526
"Cars",2046,"Canada","LFP",4.94564486526333
"Cars",2046,"Canada","NMC 721",1.86162797718553
"Cars",2046,"Canada","NMC 811",16.5060448899908
"Cars",2046,"Canada","NCA",21.2466862082946
"Cars",2046,"Canada","NMC 622",34.077534885549
"Cars",2046,"Mexico","NMC 532",1.2111428751598
"Cars",2046,"Mexico","LFP",24.4974552660907
"Cars",2046,"Mexico","NMC 811",8.92552282526166
"Cars",2046,"Mexico","NCA",11.594677523333
"Cars",2046,"Mexico","NMC 622",19.3039960503848
"Cars",2046,"USA","NMC 532",0.168542361143975
"Cars",2046,"USA","LFP",8.4315204196594
"Cars",2046,"USA","NMC 721",0.826863786502692
"Cars",2046,"USA","NMC 811",11.436967084749
"Cars",2046,"USA","NCA",38.0344963590841
"Cars",2046,"USA","NMC 622",23.9300466919185
"Vans",2046,"Canada","NMC 532",0.362405085965303
"Vans",2046,"Canada","LFP",33.4059624256837
"Vans",2046,"Canada","NMC 811",23.099751801953
"Vans",2046,"Canada","NMC 622",46.6332599967428
"Vans",2046,"Mexico","NMC 532",0.171743319212566
"Vans",2046,"Mexico","LFP",38.6020292911187
"Vans",2046,"Mexico","NMC 811",10.9469436304591
"Vans",2046,"Mexico","NMC 622",22.0994438756579
"Vans",2046,"USA","NMC 532",0.27920506967799
"Vans",2046,"USA","LFP",41.0651650681279
"Vans",2046,"USA","NMC 811",17.7965709124349
"Vans",2046,"USA","NMC 622",35.9273175541167
"Cars",2047,"Canada","NMC 532",0.249725723921526
"Cars",2047,"Canada","LFP",4.94564486526333
"Cars",2047,"Canada","NMC 721",1.86162797718553
"Cars",2047,"Canada","NMC 811",16.5060448899908
"Cars",2047,"Canada","NCA",21.2466862082946
"Cars",2047,"Canada","NMC 622",34.077534885549
"Cars",2047,"Mexico","NMC 532",1.2111428751598
"Cars",2047,"Mexico","LFP",24.4974552660907
"Cars",2047,"Mexico","NMC 811",8.92552282526166
"Cars",2047,"Mexico","NCA",11.594677523333
"Cars",2047,"Mexico","NMC 622",19.3039960503848
"Cars",2047,"USA","NMC 532",0.168542361143975
"Cars",2047,"USA","LFP",8.4315204196594
"Cars",2047,"USA","NMC 721",0.826863786502692
"Cars",2047,"USA","NMC 811",11.436967084749
"Cars",2047,"USA","NCA",38.0344963590841
"Cars",2047,"USA","NMC 622",23.9300466919185
"Vans",2047,"Canada","NMC 532",0.362405085965303
"Vans",2047,"Canada","LFP",33.4059624256837
"Vans",2047,"Canada","NMC 811",23.099751801953
"Vans",2047,"Canada","NMC 622",46.6332599967428
"Vans",2047,"Mexico","NMC 532",0.171743319212566
"Vans",2047,"Mexico","LFP",38.6020292911187
"Vans",2047,"Mexico","NMC 811",10.9469436304591
"Vans",2047,"Mexico","NMC 622",22.0994438756579
"Vans",2047,"USA","NMC 532",0.27920506967799
"Vans",2047,"USA","LFP",41.0651650681279
"Vans",2047,"USA","NMC 811",17.7965709124349
"Vans",2047,"USA","NMC 622",35.9273175541167
"Cars",2048,"Canada","NMC 532",0.249725723921526
"Cars",2048,"Canada","LFP",4.94564486526333
"Cars",2048,"Canada","NMC 721",1.86162797718553
"Cars",2048,"Canada","NMC 811",16.5060448899908
"Cars",2048,"Canada","NCA",21.2466862082946
"Cars",2048,"Canada","NMC 622",34.077534885549
"Cars",2048,"Mexico","NMC 532",1.2111428751598
"Cars",2048,"Mexico","LFP",24.4974552660907
"Cars",2048,"Mexico","NMC 811",8.92552282526166
"Cars",2048,"Mexico","NCA",11.594677523333
"Cars",2048,"Mexico","NMC 622",19.3039960503848
"Cars",2048,"USA","NMC 532",0.168542361143975
"Cars",2048,"USA","LFP",8.4315204196594
"Cars",2048,"USA","NMC 721",0.826863786502692
"Cars",2048,"USA","NMC 811",11.436967084749
"Cars",2048,"USA","NCA",38.0344963590841
"Cars",2048,"USA","NMC 622",23.9300466919185
"Vans",2048,"Canada","NMC 532",0.362405085965303
"Vans",2048,"Canada","LFP",33.4059624256837
"Vans",2048,"Canada","NMC 811",23.099751801953
"Vans",2048,"Canada","NMC 622",46.6332599967428
"Vans",2048,"Mexico","NMC 532",0.171743319212566
"Vans",2048,"Mexico","LFP",38.6020292911187
"Vans",2048,"Mexico","NMC 811",10.9469436304591
"Vans",2048,"Mexico","NMC 622",22.0994438756579
"Vans",2048,"USA","NMC 532",0.27920506967799
"Vans",2048,"USA","LFP",41.0651650681279
"Vans",2048,"USA","NMC 811",17.7965709124349
"Vans",2048,"USA","NMC 622",35.9273175541167
"Cars",2049,"Canada","NMC 532",0.249725723921526
"Cars",2049,"Canada","LFP",4.94564486526333
"Cars",2049,"Canada","NMC 721",1.86162797718553
"Cars",2049,"Canada","NMC 811",16.5060448899908
"Cars",2049,"Canada","NCA",21.2466862082946
"Cars",2049,"Canada","NMC 622",34.077534885549
"Cars",2049,"Mexico","NMC 532",1.2111428751598
"Cars",2049,"Mexico","LFP",24.4974552660907
"Cars",2049,"Mexico","NMC 811",8.92552282526166
"Cars",2049,"Mexico","NCA",11.594677523333
"Cars",2049,"Mexico","NMC 622",19.3039960503848
"Cars",2049,"USA","NMC 532",0.168542361143975
"Cars",2049,"USA","LFP",8.4315204196594
"Cars",2049,"USA","NMC 721",0.826863786502692
"Cars",2049,"USA","NMC 811",11.436967084749
"Cars",2049,"USA","NCA",38.0344963590841
"Cars",2049,"USA","NMC 622",23.9300466919185
"Vans",2049,"Canada","NMC 532",0.362405085965303
"Vans",2049,"Canada","LFP",33.4059624256837
"Vans",2049,"Canada","NMC 811",23.099751801953
"Vans",2049,"Canada","NMC 622",46.6332599967428
"Vans",2049,"Mexico","NMC 532",0.171743319212566
"Vans",2049,"Mexico","LFP",38.6020292911187
"Vans",2049,"Mexico","NMC 811",10.9469436304591
"Vans",2049,"Mexico","NMC 622",22.0994438756579
"Vans",2049,"USA","NMC 532",0.27920506967799
"Vans",2049,"USA","LFP",41.0651650681279
"Vans",2049,"USA","NMC 811",17.7965709124349
"Vans",2049,"USA","NMC 622",35.9273175541167
"Cars",2050,"Canada","NMC 532",0.249725723921526
"Cars",2050,"Canada","LFP",4.94564486526333
"Cars",2050,"Canada","NMC 721",1.86162797718553
"Cars",2050,"Canada","NMC 811",16.5060448899908
"Cars",2050,"Canada","NCA",21.2466862082946
"Cars",2050,"Canada","NMC 622",34.077534885549
"Cars",2050,"Mexico","NMC 532",1.2111428751598
"Cars",2050,"Mexico","LFP",24.4974552660907
"Cars",2050,"Mexico","NMC 811",8.92552282526166
"Cars",2050,"Mexico","NCA",11.594677523333
"Cars",2050,"Mexico","NMC 622",19.3039960503848
"Cars",2050,"USA","NMC 532",0.168542361143975
"Cars",2050,"USA","LFP",8.4315204196594
"Cars",2050,"USA","NMC 721",0.826863786502692
"Cars",2050,"USA","NMC 811",11.436967084749
"Cars",2050,"USA","NCA",38.0344963590841
"Cars",2050,"USA","NMC 622",23.9300466919185
"Vans",2050,"Canada","NMC 532",0.362405085965303
"Vans",2050,"Canada","LFP",33.4059624256837
"Vans",2050,"Canada","NMC 811",23.099751801953
"Vans",2050,"Canada","NMC 622",46.6332599967428
"Vans",2050,"Mexico","NMC 532",0.171743319212566
"Vans",2050,"Mexico","LFP",38.6020292911187
"Vans",2050,"Mexico","NMC 811",10.9469436304591
"Vans",2050,"Mexico","NMC 622",22.0994438756579
"Vans",2050,"USA","NMC 532",0.27920506967799
"Vans",2050,"USA","LFP",41.0651650681279
"Vans",2050,"USA","NMC 811",17.7965709124349
"Vans",2050,"USA","NMC 622",35.9273175541167
"Buses",2015,"USA","LFP",231.863636363636
"Buses",2015,"USA","NMC / LTO",90
"Heavy trucks",2015,"USA","LFP",337
"Medium trucks",2015,"USA","LFP",100
"Buses",2016,"Canada","LFP",390
"Buses",2016,"USA","LFP",169.891238670695
"Buses",2016,"USA","NMC / LTO",13.2930513595166
"Heavy trucks",2016,"USA","LFP",337
"Medium trucks",2016,"USA","LFP",100
"Buses",2017,"Canada","LFP",339.090909090909
"Heavy trucks",2017,"Canada","LFP",243.5
"Buses",2017,"USA","LFP",39.4866666666667
"Buses",2017,"USA","NMC",20
"Buses",2017,"USA","NMC / LTO",246.4
"Heavy trucks",2017,"USA","LFP",337
"Medium trucks",2017,"USA","NMC",83
"Buses",2018,"Canada","LFP",314.203703703704
"Buses",2018,"Canada","NK",5.92592592592593
"Buses",2018,"Canada","NMC",40
"Heavy trucks",2018,"Canada","LFP",243.5
"Buses",2018,"Mexico","LFP",407
"Buses",2018,"USA","LFP",142.630901287554
"Buses",2018,"USA","NMC",8.09442060085837
"Buses",2018,"USA","NMC / LTO",127.467811158798
"Heavy trucks",2018,"USA","LFP",308.916666666667
"Heavy trucks",2018,"USA","NMC",26.4166666666667
"Medium trucks",2018,"USA","NMC",83
"Buses",2019,"Canada","LFP",153.595652173913
"Buses",2019,"Canada","NK",51.6695652173913
"Buses",2019,"Canada","NMC",26.0869565217391
"Buses",2019,"Canada","NMC / LTO",45.9130434782609
"Buses",2019,"Mexico","NK",208
"Buses",2019,"USA","LFP",128.620938628159
"Buses",2019,"USA","NK",0.92057761732852
"Buses",2019,"USA","NMC",20.2527075812274
"Buses",2019,"USA","NMC / LTO",211.458483754513
"Heavy trucks",2019,"USA","LFP",95.778947368421
"Heavy trucks",2019,"USA","NK",31.1578947368421
"Heavy trucks",2019,"USA","NMC",160.168421052632
"Medium trucks",2019,"USA","NMC",80.7058823529412
"Buses",2020,"Canada","LFP",97.3888888888889
"Buses",2020,"Canada","NK",59.2698412698413
"Buses",2020,"Canada","NMC",17.9047619047619
"Buses",2020,"Canada","NMC / LTO",111.746031746032
"Buses",2020,"Mexico","LFP",141.9
"Buses",2020,"Mexico","NMC",55.4666666666667
"Buses",2020,"USA","LFP",147.418693009119
"Buses",2020,"USA","NK",0.775075987841945
"Buses",2020,"USA","NMC",30.145896656535
"Buses",2020,"USA","NMC / LTO",90.0030395136778
"Heavy trucks",2020,"USA","LFP",260.640845070423
"Heavy trucks",2020,"USA","NK",10.4225352112676
"Heavy trucks",2020,"USA","NMC",64.3591549295775
"Medium trucks",2020,"USA","NMC",82.265306122449
"Buses",2021,"Canada","LFP",64.6747211895911
"Buses",2021,"Canada","NK",85.0111524163569
"Buses",2021,"Canada","NMC",48.6245353159851
"Buses",2021,"Canada","NMC / LTO",4.90706319702602
"Heavy trucks",2021,"Canada","NMC",480
"Medium trucks",2021,"Canada","NMC",350
"Buses",2021,"Mexico","NK",208
"Heavy trucks",2021,"Mexico","LFP",243.5
"Buses",2021,"USA","LFP",101.415169660679
"Buses",2021,"USA","NMC",59.2415169660679
"Buses",2021,"USA","NMC / LTO",143.852295409182
"Heavy trucks",2021,"USA","LFP",195.466666666667
"Heavy trucks",2021,"USA","NK",19.7333333333333
"Heavy trucks",2021,"USA","NMC",99.5066666666667
"Heavy trucks",2021,"USA","NMC / LTO",86.28
"Medium trucks",2021,"USA","NK",215.857142857143
"Medium trucks",2021,"USA","NMC",3.14285714285714
"Buses",2022,"Canada","LFP",27.8908554572271
"Buses",2022,"Canada","NK",55.4277286135693
"Buses",2022,"Canada","NMC",67.3097345132743
"Buses",2022,"Canada","NMC / LTO",21.2094395280236
"Heavy trucks",2022,"Canada","LFP",262.790697674419
"Heavy trucks",2022,"Canada","NMC",256.744186046512
"Medium trucks",2022,"Canada","NK",31.40625
"Medium trucks",2022,"Canada","NMC",141.0234375
"Buses",2022,"Mexico","NMC",104
"Buses",2022,"Mexico","NMC / Solid State",183.25
"Heavy trucks",2022,"Mexico","LFP",274.909090909091
"Buses",2022,"USA","LFP",94.6065573770492
"Buses",2022,"USA","NK",28.6002522068096
"Buses",2022,"USA","NMC",39.422446406053
"Buses",2022,"USA","NMC / LTO",98.3102143757881
"Heavy trucks",2022,"USA","LFP",152.537562604341
"Heavy trucks",2022,"USA","NK",61.8447412353923
"Heavy trucks",2022,"USA","NMC",52.881469115192
"Heavy trucks",2022,"USA","NMC / LTO",295.818030050084
"Medium trucks",2022,"USA","NK",236.054794520548
"Medium trucks",2022,"USA","NMC",6.07945205479452
"Buses",2023,"Canada","LFP",22.6487845766974
"Buses",2023,"Canada","NK",78.0385582564962
"Buses",2023,"Canada","NMC",57.0829840737636
"Buses",2023,"Canada","NMC / LTO",5.53227158424141
"Heavy trucks",2023,"Canada","LFP",289.5625
"Heavy trucks",2023,"Canada","NMC",206.8375
"Medium trucks",2023,"Canada","NK",135.849056603774
