"Scenario","Vehicle","Country","Year","Sales","EV_Stock","LIB_reuse_EV","LIB_recycling","LIB_Available","add_LIB","add_LIB_vector","LIB_Available_vector","LIB_recycling_vector","EV_Stock_vector"
"Baseline","Buses","Canada",2015,0,0,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2016,5,0,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2017,11,11,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2018,27,38,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2019,115,153,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","115|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2020,315,468,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","315|115|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2021,269,736,0,1,0,1,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","269|315|115|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2022,678,1412,0,2,1,2,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","678|269|314|114|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2023,1193,2602,0,3,1,3,"1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1193|677|268|313|114|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2024,740,3337,0,6,2,6,"0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","740|1191|676|268|312|113|26|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2025,897,4224,1,9,3,9,"1|1|2|2|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|2|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","897|739|1190|674|266|310|112|26|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2026,953,5162,3,15,4,13,"1|1|1|3|3|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|1|3|3|2|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","953|896|738|1186|672|265|307|110|25|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2027,1012,6139,5,24,5,19,"1|1|1|2|5|4|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|1|2|5|4|2|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1012|952|894|736|1182|667|262|302|108|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2028,1073,7174,8,37,8,29,"1|1|1|2|3|7|6|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|1|2|3|7|6|4|7|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1073|1011|950|892|733|1174|661|258|296|104|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2029,1138,8254,11,57,12,45,"1|1|2|2|3|4|11|10|6|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|1|1|2|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|2|3|4|11|10|6|10|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1138|1072|1009|948|888|728|1163|651|252|286|98|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2030,1205,9380,16,85,19,69,"1|1|2|2|4|5|7|17|14|8|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|1|1|1|3|3|2|3|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|2|4|5|7|17|14|8|14|7|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1205|1137|1070|1006|944|883|721|1156|635|243|273|90|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2031,1276,10553,19,124,33,105,"1|1|2|3|4|6|8|10|25|21|12|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|1|1|2|2|5|4|3|8|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|3|4|6|8|10|25|21|12|19|9|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1276|1203|1135|1067|1002|938|874|710|1145|626|229|253|79|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2032,1350,11784,26,175,50,149,"1|1|2|3|4|6|9|13|15|37|30|16|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|0|1|1|1|2|3|3|8|6|7|11|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|3|4|6|9|13|16|37|30|16|24|10|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1350|1274|1201|1132|1063|996|929|861|703|1129|612|222|234|66|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2033,1428,13044,32,236,76,204,"1|1|2|3|4|6|9|13|17|22|52|40|20|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2|2|1|1|1|1|2|3|4|5|11|17|9|13|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|3|4|6|9|13|19|23|53|41|20|28|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1428|1348|1272|1198|1127|1056|986|914|853|694|1105|592|211|209|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2034,1510,14349,35,310,118,266,"1|1|2|3|5|7|10|14|16|25|31|71|50|22|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","4|3|2|1|1|1|2|3|4|6|7|32|22|11|14|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|2|2|3|5|7|10|14|20|28|33|73|51|23|29|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1510|1426|1346|1269|1194|1120|1046|971|906|841|679|1069|564|196|186|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2035,1595,15608,45,388,158,310,"1|2|2|3|5|7|11|15|16|24|36|42|89|57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","6|5|4|2|2|1|2|3|4|6|8|19|39|27|11|13|4|0|0|0|0|0|0|0|0|0|0|0|0|0","1|2|2|3|5|7|11|15|22|30|40|45|90|59|24|26|7|0|0|0|0|0|0|0|0|0|0|0|0|0","1595|1508|1424|1343|1264|1186|1109|1030|962|893|823|657|1010|525|168|96|17|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2036,1685,16916,60,467,206,361,"1|2|2|4|5|8|11|16|14|24|36|49|53|101|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","9|8|6|5|3|3|2|3|5|7|9|23|24|47|28|11|10|3|0|0|0|0|0|0|0|0|0|0|0|0","1|2|3|4|5|8|11|16|23|32|42|54|56|104|60|21|20|5|0|0|0|0|0|0|0|0|0|0|0|0","1685|1593|1506|1420|1337|1256|1174|1102|1020|948|874|796|626|942|475|105|47|9|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2037,1778,18214,82,536,258,369,"1|2|3|4|5|8|12|17|12|22|35|49|62|60|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","12|11|10|8|6|4|4|3|5|7|9|24|30|29|50|27|9|7|0|0|0|0|0|0|0|0|0|0|0|0","1|2|3|4|6|8|12|17|24|34|45|57|68|64|106|54|17|14|0|0|0|0|0|0|0|0|0|0|0|0","1778|1683|1590|1502|1414|1329|1243|1167|1092|1006|928|846|759|584|855|339|72|26|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2038,1877,19451,107,600,310,335,"1|2|3|4|6|9|12|18|12|20|34|48|62|71|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","14|16|14|13|10|7|6|5|5|7|10|26|31|35|31|47|22|6|5|0|0|0|0|0|0|0|0|0|0|0","1|2|3|4|6|9|13|18|26|36|48|61|72|78|66|95|42|11|8|0|0|0|0|0|0|0|0|0|0|0","1877|1776|1680|1586|1496|1405|1316|1236|1156|1077|984|898|807|708|530|630|235|41|13|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2039,1980,20709,131,654,356,348,"1|2|3|4|6|9|13|19|16|21|32|48|62|73|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","11|17|18|17|15|11|9|8|7|8|11|27|33|37|37|29|38|15|4|3|0|0|0|0|0|0|0|0|0|0","1|2|3|5|7|10|14|20|28|38|51|65|77|83|80|59|74|28|7|4|0|0|0|0|0|0|0|0|0|0","1979|1875|1773|1676|1580|1486|1392|1308|1225|1140|1054|953|856|753|643|380|453|160|19|6|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2040,2087,21967,152,701,395,356,"1|2|3|4|6|10|14|20|17|26|35|48|63|73|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","11|14|19|20|18|15|13|11|9|10|11|31|35|40|40|35|24|27|10|2|0|0|0|0|0|0|0|0|0|0","2|2|3|5|7|11|15|21|30|40|54|69|81|88|85|71|46|50|17|4|0|0|0|0|0|0|0|0|0|0","2086|1977|1871|1768|1669|1570|1472|1383|1296|1207|1116|1010|908|799|683|469|265|312|100|5|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2041,2181,23259,172,747,431,366,"1|2|3|5|7|10|15|21|19|28|41|52|65|74|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","11|14|16|21|22|20|17|15|12|11|13|32|38|42|42|37|29|17|17|5|0|0|0|0|0|0|0|0|0|0","2|2|4|5|8|11|16|23|32|43|57|73|86|93|90|76|55|31|30|9|0|0|0|0|0|0|0|0|0|0","2180|2084|1974|1867|1761|1658|1554|1463|1371|1277|1181|1080|963|847|725|502|330|181|201|58|0|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2042,2276,24577,187,797,464,383,"1|2|3|5|7|11|16|23|21|31|43|59|70|79|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","11|14|17|18|22|21|21|19|14|14|15|34|40|45|45|40|31|20|10|9|3|0|0|0|0|0|0|0|0|0","2|3|4|6|8|12|17|25|34|46|61|78|91|99|95|80|59|37|18|16|4|0|0|0|0|0|0|0|0|0","2275|2178|2081|1969|1859|1750|1652|1545|1449|1351|1250|1144|1029|899|769|550|347|219|113|124|24|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2043,2373,25887,197,845,492,406,"2|2|3|5|8|11|16|24|23|33|47|62|77|83|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","11|14|17|19|20|23|22|20|17|18|17|37|44|47|48|42|32|22|13|6|5|0|0|0|0|0|0|0|0|0","2|3|4|6|9|13|18|26|36|50|65|82|98|105|101|85|63|40|22|10|8|0|0|0|0|0|0|0|0|0","2372|2273|2175|2076|1961|1847|1743|1642|1531|1429|1322|1210|1090|952|807|582|373|231|137|60|74|0|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2044,2473,27252,208,900,528,430,"2|2|4|5|8|12|17|25|25|36|50|67|82|93|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","11|14|17|19|21|19|24|24|20|20|20|45|47|50|50|45|34|23|14|7|3|2|0|0|0|0|0|0|0|0","2|3|4|6|9|13|19|28|39|53|70|89|103|111|107|90|66|42|24|12|5|4|0|0|0|0|0|0|0|0","2472|2370|2269|2169|2067|1949|1840|1733|1617|1509|1398|1280|1153|1017|855|603|410|241|144|88|25|42|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2045,2574,28639,217,951,555,457,"2|2|4|6|8|12|18|27|26|39|55|72|88|96|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","12|14|16|19|21|22|21|23|23|21|24|49|49|53|53|47|37|24|14|7|4|0|0|0|0|0|0|0|0|0","2|3|4|6|9|14|20|29|41|56|75|95|110|117|113|96|70|45|25|13|6|0|0|0|0|0|0|0|0|0","2573|2470|2366|2263|2160|2054|1941|1829|1717|1594|1477|1353|1220|1076|914|645|430|253|151|92|44|7|7|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2046,2677,30070,222,1010,591,490,"2|3|4|6|9|13|19|28|28|41|58|77|95|104|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","12|15|17|19|20|21|22|23|22|24|26|57|58|56|56|50|39|26|15|8|4|0|0|0|0|0|0|0|0|0","2|3|4|7|10|15|21|31|43|60|80|102|119|124|120|101|74|48|27|14|6|0|0|0|0|0|0|0|0|0","2676|2571|2466|2360|2254|2147|2046|1930|1812|1693|1560|1429|1290|1138|967|690|461|285|152|89|46|8|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2047,2783,31552,234,1070,630,518,"2|3|4|6|9|14|20|30|29|43|60|81|100|110|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13|16|19|21|21|22|23|25|20|25|29|62|64|61|60|53|41|27|16|8|4|0|0|0|0|0|0|0|0|0","2|3|5|7|10|15|22|32|45|63|85|108|126|133|127|107|79|50|28|14|7|0|0|0|0|0|0|0|0|0","2782|2674|2566|2459|2350|2240|2138|2034|1912|1787|1656|1510|1363|1204|1033|729|494|312|163|88|50|8|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2048,2890,33055,246,1133,674,546,"2|3|4|6|9|14|21|31|31|45|64|85|105|116|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","14|17|20|22|23|23|24|26|22|24|30|70|68|68|63|56|43|29|17|9|4|0|0|0|0|0|0|0|0|0","2|3|5|7|11|16|23|34|48|66|90|116|134|142|134|114|83|53|30|15|7|0|0|0|0|0|0|0|0|0","2889|2779|2669|2560|2449|2336|2232|2126|2015|1885|1748|1594|1440|1272|1092|777|521|329|180|95|54|15|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2049,2999,34601,262,1196,719,573,"2|3|4|7|10|15|22|32|32|47|67|90|110|122|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","15|18|21|24|25|25|26|27|25|26|30|73|76|73|67|59|46|31|18|9|5|0|0|0|0|0|0|0|0|0","2|3|5|8|11|17|24|35|50|70|94|122|143|151|142|120|88|56|32|16|7|0|0|0|0|0|0|0|0|0","2998|2886|2775|2662|2550|2434|2327|2218|2106|1987|1844|1692|1519|1343|1153|819|555|347|202|108|58|17|0|0|0|0|0|0|0|0"
"Baseline","Buses","Canada",2050,3111,36176,280,1264,763,599,"2|3|5|7|10|15|23|34|33|49|71|94|117|129|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","15|19|23|25|26|27|28|29|28|27|32|74|80|80|73|63|48|33|19|10|5|0|0|0|0|0|0|0|0|0","2|3|5|8|12|17|25|37|53|73|99|128|150|161|152|127|93|60|34|17|8|0|0|0|0|0|0|0|0|0","3110|2995|2882|2768|2652|2533|2425|2313|2198|2076|1944|1785|1613|1418|1218|866|586|370|225|113|61|25|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2015,4553,4552,0,3,1,3,"3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","4552|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2016,5178,9724,0,8,3,8,"3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","5177|4547|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2017,9666,19374,0,18,7,18,"6|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","6|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","9664|5171|4540|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2018,21307,40646,0,43,17,43,"14|10|8|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","5|4|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","14|10|8|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","21302|9653|5163|4528|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2019,32402,72995,0,87,35,87,"21|21|15|13|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","8|9|6|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","21|21|15|13|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","32394|21293|9638|5150|4521|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2020,34806,107736,0,159,64,159,"22|32|33|24|20|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","9|13|14|10|8|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","22|32|33|24|20|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","34797|32381|21279|9628|5141|4510|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2021,58726,166346,0,286,116,286,"37|35|51|52|37|31|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","15|14|21|21|15|13|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","37|35|51|52|37|31|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","58711|34783|32360|21258|9613|5129|4492|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2022,98486,264625,64,508,142,444,"63|59|55|80|82|58|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13|12|11|16|21|23|19|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","63|59|55|80|82|58|48|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","98461|58687|34761|32328|21225|9589|5109|4466|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2023,136693,400960,171,876,188,705,"87|99|92|86|125|128|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","18|20|19|18|25|26|18|15|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","87|99|92|86|125|127|89|73|97|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","136658|98421|58650|34726|32277|21173|9553|5079|4424|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2024,177214,577568,302,1466,302,1164,"113|137|155|145|134|194|197|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","24|28|32|30|28|40|40|28|23|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","113|137|155|145|134|194|197|137|111|143|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","177168|136603|98358|58591|34672|32198|21092|9496|5029|4362|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2025,214543,791120,495,2386,495,1891,"137|177|215|242|226|208|300|302|84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","29|37|45|51|47|43|62|62|42|34|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","137|178|215|243|226|209|300|302|207|163|205|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","214488|177097|136516|98260|58499|34587|32074|20966|9408|4958|4268|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2026,243070,1032601,736,3780,854,3044,"155|215|278|336|379|352|322|459|420|128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","35|46|59|71|80|74|68|96|94|63|49|118|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","156|216|279|337|380|352|323|460|457|306|234|280|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","243007|214401|176984|136379|98106|58356|34454|31883|20772|9275|4851|4132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Baseline","Cars","Canada",2027,342244,1372317,1116,5880,1403,4764,"218|243|337|436|526|590|544|493|639|615|124|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","53|56|73|93|113|127|116|105|146|142|92|135|152|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","220|245|339|438|527|591|545|495|695|675|438|320|352|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","342156|242909|214265|176807|136166|97865|58132|34248|31588|20478|9076|4688|3939|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
